tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Whose Line Is It Anyway?,1,14,Show No. 114,"Feb 3, 1999",8.0,70,"Games played: Let's Make A Date, Moving People, Weird Newscasters, Greatest Hits, Party Quirks, Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,1,15,Show No. 118,"Feb 10, 1999",7.5,67,"Games played: Weird Newscasters, Song Styles, Dating Service, Sportscasters, Film Dub, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,1,16,Show No. 121,"Feb 17, 1999",7.7,68,"Games played: Superheroes, Weird Newscasters, Scenes From A Hat, Props, Greatest Hits, Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,1,17,Show No. 116,"Feb 24, 1999",7.7,63,"Games played: Weird Newscasters, Scene To Rap, Moving People, Props, Greatest Hits, Party Quirks, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,1,18,Show No. 115,"Mar 10, 1999",7.5,65,"Games played: Questions Only, Song Styles, Newsflash, Hey You Down There, Party Quirks, Scene To Rap, Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,1,19,Show No. 110,"Mar 17, 1999",7.5,72,"Games played: Weird Newscasters, Duet, Sound Effects, Props, Narrate, Telethon, Stand Sit Bend.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,1,20,Show No. 109,"Mar 24, 1999",7.7,67,"Games played: Weird Newscasters, Multiple Personalities, Fashion Models, World's Worst, Props, Party Quirks, Hoedown, 90 Seconds Alphabet.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,1,Show No. 209,"Sep 16, 1999",8.0,65,"Games played: Let's Make a Date, Three-Headed Broadway Star, Props, Stand Sit Lie Down, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,2,Show No. 205,"Sep 23, 1999",8.1,60,"Games played: Weird Newscasters, Duet, Newsflash, Party Quirks, Scenes from a Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,3,Show No. 206,"Sep 30, 1999",7.9,59,"Games played: Weird Newscasters, African Chant, Scenes from a Hat, Change Emotion, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,4,Show No. 201,"Oct 7, 1999",7.9,60,"Games Played: Let's Make a Date, Film Dub, Three-Headed Broadway Star, Film, Theater and TV Styles, Greatest Hits, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,5,Show No. 220,"Oct 8, 1999",7.9,58,"Games played: Weird Newscasters, Duet, Scenes from a Hat, Whose Line?, Hoedown, Questions Only.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,6,Show No. 203,"Oct 14, 1999",7.6,59,"Games played: Weird Newscasters, Song Styles, Scenes From a Hat, Newsflash, Three-Headed Broadway Star, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,7,Show No. 202,"Oct 21, 1999",7.6,57,"Games played: Let's Make a Date, Superheroes, Ballad of, If You Know What I Mean, Greatest Hits, 90 Second Alphabet.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,8,Show No. 212,"Oct 28, 1999",7.7,56,"Games played: Let's Make A Date, Film TV and Theatre Styles, Newsflash, Weird Newscasters, Duet, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,9,Show No. 221,"Nov 4, 1999",8.1,55,"Games played: Song Titles, Gangsta Rap, Scenes From A Hat, Weird Newscasters, Three-Headed Broadway Star, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,10,Show No. 204,"Nov 5, 1999",8.3,55,"Games played: Superheroes, Song Styles, Newsflash, Questionable Impressions, Dating Service Videos, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,11,Show No. 222,"Nov 11, 1999",7.7,44,"Games Played: Let's Make A Date, Film Theatre and TV Styles, Props, Party Quirks, Song Styles, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,12,Show No. 211,"Nov 12, 1999",7.7,57,"Games played: Let's Make A Date, Duet, Props, Party Quirks, Hoedown, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,13,Show No. 223,"Nov 18, 1999",7.4,53,"Games played: Questions Only, Whose Line, Props, Scenes From A Hat, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,14,Show No. 213,"Nov 25, 1999",8.1,48,"Games played: Superheroes, Film Theatre and TV Styles, Props, Motown Group, Millionaire Show, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,15,Show No.207,"Dec 2, 1999",7.5,53,"Games played: Let's Make A Date, Song Styles, Narrate, Weird Newscasters, Scene to Rap, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,16,Show No. 224,"Dec 9, 1999",7.1,53,"Games played: Change of Cast, Song Styles, Props, Weird Newscasters, Moving People, Hoedown, 90 Second Alphabet.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,17,Show No. 208,"Dec 16, 1999",7.5,57,"Games played: Weird Newscasters, Duet, Whose Line, Party Quirks, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,18,Show No. 225,"Jan 6, 2000",7.8,59,"Games played: Superheroes, Film Theatre and TV Styles, Song Titles, Sound Effects, Telethon, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,19,Show No. 210,"Jan 13, 2000",7.8,56,"Games played: Weird Newscasters, Questionable Impressions, Scenes From A Hat, Whose Line, Three-Headed Broadway Star, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,20,Show No. 215,"Jan 20, 2000",7.8,54,"Games played: Questions Only, Sound Effects, Props, Newsflash, Greatest Hits, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,21,Show No. 226,"Feb 3, 2000",7.3,55,"Games played: Superheroes, Film Theatre and TV Styles, Newsflash, Duet, Party Quirks, 90 Second Alphabet.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,22,Show No. 227,"Feb 4, 2000",8.2,57,"Games played: Weird Newscasters, Song Styles, Themed Restaurant, Narrate, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,23,Show No. 216,"Feb 10, 2000",7.7,45,"Games played: Weird Newscasters, African Chant, Scenes From A Hat, Scene with an Audience Member, Dating Service Videos, 90 Second Alphabet.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,24,Show No. 228,"Feb 17, 2000",7.4,52,"Games played: Superheroes, Title Sequence, Scenes From A Hat, Narrate, Greatest Hits, 90 Second Alphabet.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,25,Show No. 229,"Feb 24, 2000",7.6,54,"Games played: Superheroes, Sound Effects, Song Styles, The Millionaire Show, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,26,Show No. 230,"Mar 2, 2000",7.4,51,"Games played: Let's Make A Date, Scene To Rap, Props, Moving People, Greatest Hits, Questions Only.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,27,Show No. 231,"Mar 9, 2000",7.5,51,"Games played: Weird Newscasters, Song Styles, Sound Effects, Number of Words, Party Quirks, Scene To Rap, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,28,Show No. 217,"Mar 16, 2000",7.8,51,"Games played: Questions Only, Song Styles, Sound Effects, Newsflash, Scenes From A Hat, Motown Group, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,29,Show No. 232,"Mar 23, 2000",8.2,56,"Games played: Let's Make A Date, Song Styles, Party Quirks, Improbable Mission, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,30,Show No. 233,"Mar 30, 2000",7.4,42,"Games played: Let's Make A Date, Film Theatre and TV Styles, Props, Newsflash, Greatest Hits, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,31,Show No. 234,"Apr 6, 2000",7.3,54,"Games played: Let's Make A Date, Sound Effects, Props, Moving People, Hoedown, Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,32,Show No. 235,"Apr 20, 2000",7.7,52,"Games played: Film Theatre and TV Styles, Weird Newscasters, Song Styles, Party Quirks, The Millionaire Show, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,33,Show No. 214,"Apr 27, 2000",7.7,52,"Games played: Weird Newscasters, Scene To Rap, Props, Newsflash, Greatest Hits, Questions Only.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,34,Show No. 218,"Apr 27, 2000",7.2,48,"Games played: Let's Make A Date, Newsflash, Title Sequence, Whose Line, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,35,Show No. 236,"May 4, 2000",7.3,53,"Games played: Weird Newscasters, Film Dub, Questionable Impressions, Narrate, Greatest Hits, 90 Second Alphabet.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,36,Show No. 219,"May 4, 2000",7.7,53,"Games played: Superheroes, Let's Make A Date, Duet, Whose Line, Scenes From A Hat, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,37,Show No. 237,"May 11, 2000",7.5,51,"Games played: Film Theatre and TV Styles, Film Dub, Quick Change, Motown Group, If You Know What I Mean, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,38,Show No. 238,"May 18, 2000",7.4,46,"Games played: Questions Only, Film Theatre and TV Styles, Scenes From A Hat, Old Job New Job, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,2,39,Show No. 239,"May 18, 2000",8.4,54,"Games played: Film Theatre and TV Styles, Duet, Song Titles, Newsflash, Hoedown, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,0,The Best of Whose Line Is It Anyway?,"Oct 4, 2000",8.9,48,"In this ""Whose Line Is It Anyway?"" episode, Whose Line host Drew Carey introduces many clips from previous episodes that includes memorable moments on the show. This episode also includes bloopers that were shown in television. It also shows bloopers that actually did not make it onto the show. The episode also include the entire cast making fun of Drew whom he mistaken Africa as a country, not as a continent.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,1,Show No. 302,"Oct 12, 2000",7.3,49,"Games played: Weird Newscasters, Song Styles, Scenes From A Hat, What Are You Trying To Say?, Party Quirks, Irish Drinking Song.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,2,Show No. 303,"Oct 12, 2000",8.1,51,"Games played: Let's Make A Date, Scene with an Audience Member, Sound Effects, Motown Group, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,3,Show No. 312,"Oct 19, 2000",7.3,44,"Games played: Hollywood Director, Duet, Narrate, Themed Restaurant, Greatest Hits, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,4,Show No. 305,"Oct 19, 2000",7.8,45,"Games played: Weird Newscasters, Sound Effects, Song Styles, Newsflash, Irish Drinking Song, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,5,Show No. 319,"Oct 26, 2000",7.4,42,"Games played: Survival Show, Scenes From A Hat, Reunion, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,6,Show No. 306,"Nov 2, 2000",7.4,41,"Games played: Let's Make A Date, Duet, Infomercial, Scenes Cut From A Movie, Irish Drinking Song, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,7,Show No. 304,"Nov 2, 2000",7.6,44,"Games played: Weird Newscasters, Scenes From A Hat, Party Quirks, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,8,Show No. 320,"Nov 9, 2000",7.6,48,"Games played: Film Theatre and TV Styles, Song Styles, Narrate, Newsflash, Motown Group, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,9,Show No. 313,"Nov 16, 2000",9.0,130,"Games played: Film Director, Duet, Party Quirks, Scenes From A Hat, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,10,Show No. 341,"Nov 23, 2000",7.5,44,"Games played: Superheroes, Duet, Scenes From A Hat, Whose Line, Greatest Hits, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,11,Show No. 340,"Nov 23, 2000",7.3,34,"Games played: Let's Make A Date, Multiple Personalities, Hats, Props, Dead Bodies, Scene To Rap, Stand Sit Bend.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,12,Show No. 309,"Nov 30, 2000",7.4,41,"Games played: Superheroes, Duet, Good Cop Bad Cop, Sound Effects, Irish Drinking Song, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,13,Show No. 342,"Dec 14, 2000",7.5,42,"Games played: Let's Make A Date, Film Dub, Film Theatre and TV Styles, Themed Restaurant, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,14,Show No. 301,"Jan 4, 2001",7.2,43,"Games played: Superheroes, Film Theatre and TV Styles, Hats, Greatest Hits, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,15,Show No. 321,"Jan 11, 2001",7.4,34,"Games played: Let's Make A Date, Whose Line, Props, Sound Effects, Duet, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,16,Show No. 322,"Jan 25, 2001",7.5,43,"Games played: Film Theatre and TV Styles, Duet, Song Titles, Party Quirks, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,17,Show No. 323,"Feb 1, 2001",7.5,41,"Games played: Questions Only, Sound Effects, Three-Headed Broadway Star, Scenes Cut From A Movie, The Millionaire Show, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,18,Show No. 327,"Feb 21, 2001",7.7,46,"Games played: Weird Newscasters, Award Show, If You Know What I Mean, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,19,Show No. 326,"Feb 21, 2001",7.7,41,"Games played: Hollywood Director, Song Styles, Sound Effects, Hats, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,20,Show No. 325,"Feb 22, 2001",7.6,42,"Games played: Questionable Impressions, Film Theatre and TV Styles, Irish Drinking Song, Duet, Newsflash, Hoedown, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,21,Show No. 307,"Mar 15, 2001",7.3,40,"Games played: Weird Newscasters, Two-Line Vocabulary, Party Quirks, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,22,Show No. 328,"Mar 15, 2001",7.3,36,"Games played: Superheroes, Sound Effects, Three-Headed Broadway Star, Whose Line, Irish Drinking Song, Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,23,Show No. 333,"Mar 22, 2001",7.7,42,"Games played: Let's Make A Date, Narrate, Song Styles, The Millionaire Show, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,24,Show No. 310,"Mar 22, 2001",7.7,39,"Games played: Superheroes, Two-Line Vocabulary, Scenes From A Hat, Greatest Hits, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,25,Show No. 329,"Mar 29, 2001",7.4,45,"Games played: Weird Newscasters, Doo-Wop, Narrate, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,26,Show No. 335,"Apr 5, 2001",7.5,44,"Games played: Sound Effects, Song Styles, Scenes From A Hat, Improbable Mission, Three-Headed Broadway Star, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
