tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Naruto: Shippûden,1,11,Iryô ninja no deshi,"Dec 23, 2009",7.7,450,"Sakura treats a critically ill Kankuro. After extensive training she's now a full-fledged Medic Ninja, and Sakura amazes everyone with her sure, steady hands.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,12,Inkyo babâ no ketsui,"Dec 31, 2009",7.9,448,"Pakkun finds the hideout of the Akatsuki. Team Kakashi and Temari prepare to set out to get Gaara back, but Temari is ordered to stay behind and help guard the village.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,13,In'nen a ima mieru,"Dec 31, 2009",8.1,457,"Team Kakashi encounter Itachi Uchiha, who had dealt them a bitter defeat in the past. Kakashi warns everyone not to look into Itachi's Sharingan Eyes.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,14,Naruto no seichô,"Dec 31, 2009",8.3,479,"Guy prepares to use a forbidden secret jutsu. Meanwhile, Naruto falls under Itachi's genjutsu, and all the anti-genjutsu training he underwent with Jiraiya races through Naruto's mind.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,15,Kakushi dama nazukete...!,"Dec 31, 2009",8.4,475,"Granny Chiyo and Sakura rescue Naruto from Itachi's genjutsu. Without a moment's delay, Kakashi begins a counterattack.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,16,Jinchûriki no himitsu,"Jan 6, 2010",7.6,426,"Chiyo and Kakashi realize that the attack was just a diversion, and that the Akatsuki have already begun the process of extracting the Tailed Beast from Gaara. Granny Chiyo explains to Naruto and Sakura the connection between the Tailed Beast and the JinchÃ»riki...",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,17,Gaara shisu,"Jan 13, 2010",7.8,427,"Teams Kakashi and Guy take a short rest. Granny Chiyo watches Naruto dozing off and is reminded of Sasori as a child. The pursuit resumes, and when Chiyo wonders why Naruto puts such effort into rescuing Gaara...",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,18,Totsunyû! Botan fukku entorî,"Jan 20, 2010",7.7,429,Teams Kakashi and Guy reach the Akatsuki hideout. They hurry to infiltrate but are thwarted by a five-seal barrier. The only way to break the barrier is to remove all five seals at once.,tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,19,Torappu sadô! Gai han no teki,"Jan 27, 2010",7.8,421,"Breaking the five-seal barrier set off a trap, which now has Team Guy battling amazingly accurate copies of themselves. Back at the Akatsuki hideout, Deidara and Sasori struggle to take the Nine-Tail Jinchuuriki.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,20,Hiruko VS futari no kunoichi,"Feb 3, 2010",8.1,451,"At last, the showdown between the old woman and her grandson begins. Sakura is confused by Sasori's strange appearance, and Granny Chiyo explains that this is Hiruko...",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,21,Sasori no sugao,"Feb 10, 2010",8.0,443,"Granny Chiyo and Sakura manage to expose Sasori, who amazingly looks no older than he did twenty years earlier. Chiyo is even more shocked at the second puppet that Sasori produces.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,22,'Chichi' to 'Haha',"Feb 24, 2010",7.9,432,"The greatest advantage of the puppets created from humans is that one can take over the jutsu that the human used while alive. Hence, the puppet of the Third Kazekage has the special ability to convert chakra into magnetic power. Chiyo and Sakura take cover, and Sasori wastes no time unleashing a ruthless attack. Chiyo fights back to protect Sakura, but in an instant ... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,23,Chiyo no oku no te,"Feb 17, 2010",7.9,434,Sakura is caught by Sasori's tactic and surrounded by a poison cloud. But she uses a Paper Bomb to blow herself free from the poisonous fumes.,tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,24,Sandaime Kazekage,"Feb 24, 2010",8.1,439,"Sakura and Chiyo continue their battle with Sasori, while Naruto and Kakashi follow Deidara, and Team Guy fights their clones. Sakura remembers her training with Tsunade when she was taught to observe enemies' weaknesses and dodge their attacks. Sasori attacks with an Iron Sand pyramid and prism, but Sakura is able to fend them off, causing a cave in. Sasori then uses... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,25,Sei to shi no san bun kan,"Mar 3, 2010",7.9,435,"Sakura reveals that she took an antidote against Sasori's poison which will make her immune to it for three minutes, forcing herself and Chiyo to end the battle quickly. Meanwhile, Naruto and Kakashi continue their pursuit of Deidara. Deidara attempts to split up Naruto and Kakashi by creating a swarm of explosive jumping crickets out of his clay and has them pursue K... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,26,Jû-ki VS Hyaku-ki,"Mar 10, 2010",8.0,680,"Naruto and Kakashi continue to pursue Deidara while Sakura and Chiyo continue the battle with Sasori. Sakura manages to shatter Sasori's puppet body, but he reforms. Chiyo summons the Ten Puppets of Chikamatsu. Sasori, remarking on Chiyo's ability to control so many puppets, summons one hundred human puppets and the final battle begins. Sakura and Chiyo seem to trap a... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,27,Kanawanu yume,"Mar 17, 2010",8.5,578,"Chiyo injects the last remaining antidote into Sakura and manages to stab Sasori in his only living part, his heart, using the Father and Mother puppets. With Sasori immobilized, Chiyo revives the nearly dead Sakura using her Resurrection Technique. As he dies, Sasori rewards Sakura for defeating him, telling her where he planned to meet with one of his spies who had ... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,28,Yomigaeru kemono-tachi,"Mar 24, 2010",7.1,387,"Team Guy senses the result of the Sakura and Granny Chiyo's desperate struggle while still in battle with his deadly copy. Although Guy's team members are showing fatigue, their copies remain strong!",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,29,Kakashi kaigan!,"Mar 31, 2010",8.1,426,"Sakura hurries to get to Naruto with Granny Chiyo, who is suffering from the poison. The members of Team Guy rush to assist Team Kakashi.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,30,Shunkan no bigaku,"Apr 7, 2010",8.4,470,"Naruto loses all reason to anger and is gradually taken over by the Nine-Tailed Fox Spirit. Having been forewarned by Jiraiya, Kakashi narrowly manages to suppress the Nine-Tailed Fox.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,31,Tsuga re yuku mono,"Apr 14, 2010",8.0,703,"Relying on Naruto's power, Granny Chiyo performs the Transmigration Jutsu on Gaara. Sakura is saddened when she realizes the cost of this jutsu.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,32,Kazekage no kikan,"Apr 21, 2010",7.9,427,"Deidara survives his battle and begins to search for his missing arm. Meanwhile, Zetsu and his subordinate, Tobi, who wishes to join Akatsuki, search Sasori's remains for his ring. Deidara later finds the two searching for his own ring. The leaf ninja leave Sunagakure after their victory, and Danzo gives Sai instructions for his new team, Team Kakashi. The leaf and sa... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,33,The New Target,"Apr 28, 2010",7.7,397,Everyone has returned to the Hidden Leaf Village. Kakashi is hospitalized for a week due to the strain caused by his Mangekyo Sharingan.,tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,34,Kessei! Shin Kakashi han,"May 5, 2010",7.3,383,"Naruto, Choji and Shikamaru attempt to capture and interrogate Sai, but Sai withdraws after insulting Naruto. Shortly afterward, Ino appears. Concerned that the demon fox could fall into Akatsuki hands, the village elders challenge Tsunade's plan to send Naruto out of the village without the still bedridden Kakashi. Tsunade promises to protect Konoha with her own life... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,35,Gadatensoku,"May 12, 2010",7.3,385,"Yamato takes temporary leadership of Team Kakashi while Sai insults both Naruto and Sakura. While preparing to set off, Sai receives an envelope from a Root shinobi containing secret orders from Danzo, and Sakura consults with Tsunade. Jiraiya then meets with Tsunade and Yamato in Kakashi's hospital room to brief Yamato on the demon fox within Naruto, detailing the ""d... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,36,Itsuwari no egao,"May 19, 2010",7.2,383,"The new Team Kakashi heads for Tenchikyo. To Naruto, Sai is just temporarily filling in for Sasuke. When Sai shows his contempt for Sasuke, the antagonism comes to a head.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,37,Mudai,"May 26, 2010",7.2,382,"Sakura comes across Sai working on an abstract painting. He tells her that he's unable to give it a title. Bothered by his manner, Sakura finds an unusual picture book among Sai's things.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,38,Shimyurêshon,"Jun 2, 2010",7.1,382,"In preparation for Tenchikyo, Yamato conducts a half-day simulation in order to get a grasp on the fighting skills and jutsu of Team Kakashi. Sai abandons Naruto to conclude the simulated mission successfully.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,39,Tenchikyô,"Jun 16, 2010",7.8,403,"The day for capturing the spy is finally here. Just as planned, Yamato takes on Sasori's likeness and waits until the Akatsuki spy appears. The spy turns out to be none other than Kabuto.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,40,Gokuhi ninmu sutâto,"Jun 30, 2010",8.0,422,"When his third tail appears, all that Naruto can see is Orochimaru. He is blind even to his teammates.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,41,Kyûbi kaihô!!,"Jun 23, 2010",7.7,421,"Faced with Orochimaru, his sworn enemy, Naruto suddenly releases the power of his Nine-Tailed Fox. When Yamato sees Naruto's fourth tail appear, he recalls Jiraiya's tale of how he nearly lost his life to the transformed Naruto. Yamato has been ordered to suppress the Nine-Tail chakra that would adversely affect Naruto's body. Then, the secret of Yamato's Wood-Style n... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,42,Orochimaru vs Jinchûriki,"Jul 7, 2010",8.5,499,"With the release of his fourth tail, Naruto completely loses his awareness and is overtaken by destructive impulses.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,43,Sakura no namida,"Jul 14, 2010",7.9,401,"Although he has changed almost completely into his animal form and has lost all awareness, Naruto refuses to give up the idea of bringing Sasuke home.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,44,Tatakai no tenmatsu,"Jul 21, 2010",7.4,374,"Taking advantage of the confusion, Sai makes contact with Orochimaru. After reviewing the contents of the documents given to him, Orochimaru decides to take Sai back to the hideout.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,45,Uragiri no hate,"Jul 28, 2010",7.3,367,Naruto and Sakura are shocked when they hear that Danzo's goal is to work with Orochimaru to once again attempt to defeat the Leaf Village.,tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,46,Mikan no pêji,"Aug 4, 2010",7.3,369,Naruto is shocked to learn that he was the one responsible for the destruction around them and for Sakura's injuries.,tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,47,Sennyû! Dokuhebi no ajito,"Aug 11, 2010",7.4,368,"Sai shudders when he finally meets Sasuke face to face in Orochimaru's hideout. The list that Sai gave to Orochimaru lists the members of the Anbu Black Ops, the corps under the direct control of the Hokage.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,48,Tsunagari,"Aug 18, 2010",7.2,375,"Team Kakashi is able to find Sai with Yamato guiding them. They immediately begin questioning Sai about Danzo's plans for destroying the Leaf Village, and surprisingly, Sai divulges everything.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,49,Taisetsu na mono,"Aug 25, 2010",7.5,379,"Kabuto carries out a surprise attack on Team Kakashi to take back Sai, but a change has come over Sai since Sakura pointed out his contradictions.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,50,Ehon ga kataru sutôrî,"Sep 1, 2010",7.3,364,"Naruto, while nursing his injuries caused by the release of the Nine-Tailed Fox, searches frantically for Sasuke. Seeing this, Sai recalls the feelings he once had for his older brother and finally manages to complete his unfinished picture.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,51,Saikai,"Sep 8, 2010",7.5,380,"Team Kakashi are stunned to learn that Sai's true mission is to kill Sasuke. Naruto wants to believe that the smile Sai showed them was real, but there is a possibility that it was all an act.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,52,Uchiha no chikara,"Sep 15, 2010",8.0,413,"Team Kakashi finally have their wish to be reunited with Sasuke granted. Although it has been three long years, Sasuke's feelings have not changed. His ultimate goal is to get revenge against his older brother, Itachi.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,53,Akumu,"Nov 3, 2010",7.5,381,"Naruto's been having nightmares about a mysterious person releasing the Nine-Tail's power. After remembering their recent encounter with Sasuke, Naruto realizes that he must get stronger. Meanwhile, Sai tries to adapt to everyday life with Naruto and Sakura. When the group goes to visit Kakashi to discuss the situation, Kakashi lets Naruto know that he has special tra... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,54,Taitoru,"Oct 27, 2010",7.5,384,"Sasuke's desire for revenge remains firm, no matter how hard Naruto tries to talk him out of it. Yamato tries to take Sasuke by force, but interference by Orochimaru brings things to a quick close.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,55,Kaze,"Nov 10, 2010",7.9,382,"Naruto begins to train with Kakashi. Kakashi finds it exhausting working with Naruto, who can't understand anything explained to him.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,56,Ugomeku,"Nov 17, 2010",7.6,364,"Learning that his chakra is of the ""wind"" type that is outstanding for fighting, Naruto puts more effort into his training.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,57,Kodoku,"Dec 8, 2010",6.6,282,"At the Fire Temple, Chiriku explains to Team Kakashi that the hidden tombs hold the guards of the Land of Fire's feudal lord. At one time Chiriku and Asuma were members of that organization. Team Kakashi learn about a terrible incident caused by the Twelve Ninja Guardians. Meanwhile, as Naruto watches the young monks training, he notices a strain in the relations betw... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,58,Ubawareta nemuri,"Dec 1, 2010",6.9,284,"Team Kakashi is ordered to resolve the frequent vandalizing of graves at the Fire Temple. When it becomes clear that the vandals aren't after the possessions buried with the dead, Yamato suspects that they want the corpses of the ninja buried in the four hidden tombs near Fire Temple.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,59,Aratana teki,"Dec 15, 2010",6.5,275,"Word comes that the last of the hidden graves has been broken into. Naruto and the others go after the coffin, but it turns out to be a trap.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,60,Uitenpen,"Dec 22, 2010",6.7,271,,tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,61,Sesshoku,"Dec 29, 2010",6.7,275,"Sora confronts Furido, the mysterious figure who has broken into the hidden graves. Impressed by Sora's unusual strength, he admonishes him, ""You should reevaluate how you use that power Heaven has blessed you with,"" and disappears, leaving him with a cryptic message that he is an old friend of his father.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,62,Chîmumeito,"Jan 5, 2011",6.5,273,Yamato believes that the assailants were not grave robbers but were after Sora. He decides to appoint Sora to Team Kakashi as a temporary stand-in for the injured Sai.,tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,63,Futatsu no gyoku,"Jan 12, 2011",6.6,270,"Asuma supervises Naruto and Sora's wind chakra training, and notices that Sora, like Naruto, has very powerful chakra. Tsunade and Yamato learn from Chiriku that Sora was inadvertently responsible for an incident in which the Temple of Fire was destroyed. Later, Asuma gives Sora a claw made from the same materials as his chakra blades. It is revealed that Asuma killed... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,64,Ankoku no sejô,"Jan 26, 2011",7.0,265,"Under cover of a giant power outage, Furido begins his assault on the Hidden Leaf. The village immediately goes on alert, but Furido's men put up a barrier, and everyone in the village is trapped inside. Naruto and Asuma finally catch up to Sora, who is planning an escape in the midst of the panic. He explodes with anger at Naruto's demand to know why he attacked Tsun... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,65,Shikkoku no noroshi,"Jan 19, 2011",6.7,266,"Danzou is brought in for questioning after being caught meeting with a young Rain ninja. Sora confronts Asuma, and Asuma admits to having killed Kazuma. He attacks Asuma, his arm once again assuming a demonic form. Afterward, Naruto gets injured while shielding Sora from the attacks of an unknown individual, presumably from Root. Furido then approaches Sora, telling h... Read all",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
Naruto: Shippûden,1,66,Yomigaeru tamashi,"Feb 2, 2011",6.7,266,"In order to stop the impending disaster, Asuma rushes toward the electric generator system. There he sees the Guardian Shinobi Twelve who have come to life once more through Revival Jutsu after their graves were robbed.",tt0988824,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village."
