tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
One Piece,1,12,Gekitotsu! Kuroneko kaizokudan sakamichi no daikoubou!,"Feb 2, 2000",7.8,595,"The Black Cat Pirates lead by Jango will do their move at dawn. In order to protect the village from mayhem, the south coast slope will need to be blocked off. So according to Usopp, the south slope is the only way to the village. His plan is to cover it with oil and attack the pirate with surprise. But by the time it was morning, Nami heard voices coming from the oth... Read all",tt0388629
One Piece,1,13,Kyoufu no futarigumi! Nyâban kyoudai vs Zoro,"Feb 9, 2000",7.8,583,"The Straw Hat Pirates take out most of the Black Cat Pirates, so Jango orders the Nyaban Brothers to attack. Meanwhile, after getting hypnotized by Jango, Luffy gets himself stuck under the collapsed mast of the Black Cat Pirates' ship.",tt0388629
One Piece,1,14,Rufi fukkatsu! Kaya ojousama no kesshi no taikou,"Feb 16, 2000",7.7,574,"Captain Kuro arrives at the scene, and with Zoro too injured to fight, Luffy being incapacitated, and the other two being too weak to handle him, things seem hopeless. However, Kaya herself appears to bargain with Kuro.",tt0388629
One Piece,1,15,Kuro o taose! Otoko Usoppu namida no ketsui!,"Feb 23, 2000",7.6,565,Zoro and Buchi face off once again as Luffy and Kuro begin their fight.,tt0388629
One Piece,1,16,Kaya o mamore! Usoppu kaizokudan daikatsuyaku!,"Mar 1, 2000",7.7,551,"As the fight between Luffy and Kuro is close to an end, the Usopp Pirates do their best to avoid Jango.",tt0388629
One Piece,1,17,Ikari bakuhatsu! Kuro vs Rufi kecchaku no yukue!,"Mar 8, 2000",8.1,584,Kuro's ultimate attack destroys everything in the area and Luffy becomes enraged by his lack of regard for his crew.,tt0388629
One Piece,1,18,Anta ga chunjuu! Gaimon to kimyou na nakama,"Mar 15, 2000",7.1,549,"With Usopp now in the crew and a new ship, the Going Merry, the Straw Hats head to an island said to hold a fabled treasure, only to encounter a strange man stuck in a treasure box.",tt0388629
One Piece,1,19,Santouryuu no kako! Zoro to Kuina no chikai!,"Mar 22, 2000",9.0,1200,"While Usopp and Luffy fool around with the ship's cannon one day, Zoro dreams about his childhood and the promise he made to Kuina.",tt0388629
One Piece,1,20,Manukarezaru kyaku! Sanji no meshi to Gin on,"Apr 12, 2000",7.7,509,"Zoro, Nami, and Usopp went into the restaurant to see what's taking Luffy so long. Only to find an aftermath of a brutal fight. Sanji, who gave Iron Fist a real good kick. Is holding him with his grasp. And tells him that money won't repay the hard work he's put himself through in making that soup. Patty, a buff cook came out from the men's room saw what Sanji is doin... Read all",tt0388629
One Piece,1,21,Meibutsu kokku! Kaijou resutoran no Sanji,"Apr 12, 2000",7.8,533,"The crew meets Johnny and Yosaku, Zoro's former companions, and they set sail for the Baratie restaurant in search of a cook.",tt0388629
One Piece,1,22,Saikyou no kaizoku kantai! Teitoku Don Kurîku,"Apr 26, 2000",7.6,499,"Gin returns to the Baratie with his also-starving captain, Don Krieg, to whom Sanji once more gives food, but Don Krieg betrays the cook once he regains his energy.",tt0388629
One Piece,1,23,Mamore Baratie! Daikaizoku akaashi no Zefu,"May 3, 2000",7.8,500,"It is revealed that Chef Zeff was a great pirate known as Red Leg Zeff. Gin explains the catastrophe the fleet met in Grand Line when they encountered Hawk-Eyes Mihawk, and Krieg attempts to take control of the Baratie.",tt0388629
One Piece,1,24,Tama no me no Mihôku! Kenzoku Zoro umi ni chiru,"May 10, 2000",9.2,1400,"As Nami steals the Going Merry, Mihawk has returned to finish the job, but Zoro challenges him to a duel in order to achieve his dream.",tt0388629
One Piece,1,25,Hissatsu ashiwaza sakuretsu! Sanji vs Teppeki no Pâru,"May 17, 2000",7.6,490,"Mihawk leaves after defeating Zoro, so Krieg continues his invasion as Sanji reveals his fighting skills. Meanwhile, Johnny and Yosaku leave with Usopp and the wounded Zoro to go after Nami.",tt0388629
One Piece,1,26,Zefu to Sanji no yume Maboroshi no ôru burû,"May 24, 2000",8.8,893,"With Zeff held captive by Gin, Sanji has no choice but to take Pearl's hits, and he reflects on why Zeff means so much to him.",tt0388629
One Piece,1,27,Reitetsu hijou no kijin Kaizoku kantai soutaichou Gin,"May 31, 2000",7.6,484,"Gin finishes off Pearl, claiming that he wants to kill Sanji himself. Still wounded, Sanji faces Gin while Luffy attacks Don Krieg.",tt0388629
One Piece,1,28,Shinaneeyo! Gekitou Rufi vs Kurîku!,"Jun 7, 2000",7.7,480,"When Gin refuses to kill Sanji, Krieg uses poison gas on him. Luffy seems to have the advantage in the fight until Krieg pulls out his explosive Battle Spear.",tt0388629
One Piece,1,29,Shitou no Ketchaku! Hara ni Kukutta Ippon no Yari!,"Jun 21, 2000",7.9,475,"Even after taking several hits from the Battle Spear, Luffy refuses to give up.",tt0388629
One Piece,1,30,Tabidachi! Umi no kokku wa Rufi to tomoni,"Jun 28, 2000",8.3,542,"Gin decides to go back to the Grand Line with Krieg despite still being poisoned, and Sanji makes the difficult decision on whether to stay or to go with Luffy just as Yosaku comes back with the news that he knows where Nami is.",tt0388629
One Piece,1,31,Higashi no Umi Saiaku no Otoko! Gyojin Kaizoku Arlong!,"Jul 12, 2000",7.7,450,"The crew chases after Nami, who stole their ship, and Yosaku takes time during the trip to explain about Arlong and his Fishmen to Luffy and Sanji. Meanwhile, Usopp, Johnny, and Zoro arrive at the island Nami docked at.",tt0388629
One Piece,1,32,Cocoyashi Mura no Majo! Arlong no Onna Kanbu,"Jul 19, 2000",7.8,448,Zoro is tied up by wrist to ankle. Arlong keeps asking him on what is his true plan. And Zoro kept telling him he's looking for a woman and called him half fish. Arlong let the insult went by and told Zoro that he hates man kind so much. He believes that mermen should be the superior species on the planet. As mermen are stronger and have the ability to live underwater... Read all,tt0388629
One Piece,1,33,Usopp Shisu?! Luffy Jouriku wa Mada?,"Jul 19, 2000",7.9,517,"After Zoro escapes with Nami's help, she tries to prove her loyalty to the Arlong Pirates by appearing to kill Usopp. Meanwhile, Luffy's group finally arrives at the island.",tt0388629
One Piece,1,34,Zen'in Shuuketsu! Usopp ga Kataru Nami no Shinjitsu,"Jul 26, 2000",7.6,513,"Luffy, Sanji, and Yosaku made a crash landing in the plains of the island. Zoro(who got ran over by their boat) tells them that he needs to go rescue Usopp from the mermen. Only when Johnny came by all depressed and told them that Usopp has been killed by Nami. Either one of them, including Luffy couldn't believe it. Luffy declined that it's a lie, but Johnny wished t... Read all",tt0388629
One Piece,1,35,Himerareta Kako! Onna Senshi Bell-mere!,"Aug 2, 2000",8.1,539,"Nojiko starts her story about Nami's childhood and their adopted mother, Bellemere. Despite being poor and none of them being related by blood, they had a happy life.",tt0388629
One Piece,1,36,Ikinuke! Haha Bellemere to Nami no Kizuna!,"Aug 9, 2000",8.9,1100,"Nojiko continues her story, explaining how their life was ruined when the Arlong Pirates first took over the village.",tt0388629
One Piece,1,37,Luffy Tatsu! Uragirareta Yakusoku no Ketsumatsu!,"Aug 16, 2000",9.2,1400,"When marine officers under Arlong confiscate Nami's money, the villagers start a rebelion. Desperate, Nami asks Luffy for help.",tt0388629
One Piece,1,38,Luffy Dai Pinch! Gyojin Tai Luffy Kaizokudan,"Aug 23, 2000",8.3,540,The Straw Hats face the Fishmen themselves as the villagers watch from the sidelines.,tt0388629
One Piece,1,39,Luffy Suibotsu! Zoro vs Tako no Hacchan,"Aug 30, 2000",8.1,515,Arlong has trapped Luffy in the ocean and Zoro faces the six-sword wielding octopus Hatchan.,tt0388629
One Piece,1,40,Hokoritakaki Senshi! Gekitou Sanji to Usopp,"Sep 6, 2000",8.1,515,"Sanji was about to help Luffy out, until Kurobi swam and knocked Sanji out. He continuously beat Sanji up with his karate moves. And didn't gave him a chance to resurface for air. Kurobi goes on how inferior Humans are when it comes to needing air to survive. As Sanji is running out of breathe, he discovers that Kurobi has gills like a fish. Which means that Kurobi wi... Read all",tt0388629
One Piece,1,41,Luffy Zenkai! Nami no Ketsui to Mugiwara Boushi,"Sep 13, 2000",8.1,507,"With Arlong's officers defeated Zoro and Sanji take on Arlong but prove that they aren't a match for him. However, with Luffy finally free, he takes on Arlong himself.",tt0388629
One Piece,1,42,Sakuretsu! Gyojin Arlong Umi kara no Moukougeki!,"Sep 27, 2000",8.1,499,"Luffy returns to the fight, and the battle with Arlong versus Luffy begins.",tt0388629
One Piece,1,43,Gyojin Teikoku no Owari! Nami wa Ore no Nakama Da!,"Sep 27, 2000",8.8,886,The battle spreads into Arlong Park itself and Arlong is no longer holding back.,tt0388629
One Piece,1,44,Egao no Tabidachi! Saraba Furusato Cocoyashi Mura,"Oct 11, 2000",7.9,493,"Arlong's reign of terror is over, and no one has anything on their mind except to party. As the crew celebrates, Nami reflects on her hometown and decides to officially join the Straw Hat Pirates.",tt0388629
One Piece,1,45,Joukinkubi! Mugiwara no Luffy Yo ni Shirewataru,"Oct 25, 2000",7.8,447,"With Buggy, Krieg and Arlong defeated, Luffy now has the highest bounty in East Blue.",tt0388629
One Piece,1,46,Mugiwara o Oe! Chiisana Buggy no Daibouken,"Nov 1, 2000",6.5,497,"It's morning, and the Straw Hat Pirates are enjoying their breakfast. Nami remembered when she and Luffy first meet, back when they encountered Buggy the Clown. Nami asked Luffy, if he'd know what had happen to Buggy. Luffy doesn't have a slight clue, but figures he's somewhere far away. Meanwhile on an island, the clown of terror himself, Buggy has spent his time wis... Read all",tt0388629
One Piece,1,47,Omachikane! Aa Fukkatsu no Buggy Senchou!,"Nov 8, 2000",6.3,504,Buggy tells the mystery woman he's accompanied with. That he's planning to find his old crew. Meanwhile we learn that that the Buggy Crew had escaped from the angry mob of villagers and had to cat off cowardly. Mohji and Cabaji both were worried on what became of their captain. As the only thing they have left of him are his parts(which were all gathered and tied up t... Read all,tt0388629
One Piece,1,48,Hajimari to Owari no Machi: Loguetown Jouriku,"Nov 22, 2000",7.9,487,"The Straw Hat Pirate Crew, has finally made it to LougeTown. The place where the famous Pirate King Gold Roger was born, raised, and died in. Luffy looks forward in seeing Gold Roger's execution platform. Meanwhile familiar enemies are lurking the town.",tt0388629
One Piece,1,49,Sandai Kitetsu to Yubashiri! Zoro no Shintou to Onna Souchou,"Nov 22, 2000",8.1,516,"While searching for a pair of new swords to replace the ones shattered by Mihawk, Zoro meets a woman named Tashigi. At first site, she looks exactly like Kuina.",tt0388629
One Piece,1,50,Usopp Tai Kozure no Daddy: Mahiru no Kettou,"Nov 29, 2000",7.5,455,"Usopp manages to anger the daughter of bounty hunter Daddy the Father. All because he wanted a pair of new goggles, that were meant to be a gift for Daddy. Usopp finds his own life at stake, when Daddy challenges him over a duel to claim the goggles.",tt0388629
One Piece,1,51,Honoo no Ryouri Battle? Sanji VS Bijin Chef,"Dec 6, 2000",7.0,415,Sanji enters a cooking contest against a woman named Carmen for an Elephant Tuna that he has always dreamed of cooking. Meanwhile Buggy and Alvida reveal themselves to Luffy who is about to be executed by them.,tt0388629
One Piece,1,52,Buggy no Revenge! Shokeidai de Warau Otoko!,"Dec 13, 2000",8.3,471,"All seems lost when Buggy has Luffy trapped on top of Gold Roger's execution platform. Can Luffy be able to escape his own death? Meanwhile an unusual storm of any king has formed up in LogueTown, and a mysterious figure appears out of no where.",tt0388629
One Piece,1,53,Densetsu wa Hajimatta! Mezase Grand Line,"Jan 10, 2001",8.7,746,"After Luffy escaped his execution, he, Zoro, and Sanji are heading back to the harbor. The storm that just occurred is like no other. But it will give the Straw Hat Pirates the advantage to use the ocean's current to head straight to the Grand Line. Meanwhile Cabaji, Buggy, and Alvida fight their way through the line of marines. They decide to retreat, so Buggy uses h... Read all",tt0388629
One Piece,1,54,Aratanaru Bouken no Yokan! Nazo no Shoujo Apis,"Jan 17, 2001",7.2,396,"During the storm, a girl escaped from a Marine ship. The report was sent to Admiral Nelson Royale, who is very disappointed that the marines had made this mistake. And explained to them that the girl is the key to obtaining Ryuukotsu, the elixir of eternal life. His servant Erik was given a task to search and find the girl at all costs. It's been 2 days since the Stra... Read all",tt0388629
One Piece,1,55,Kiseki no Seibutsu! Apis no Himitsu to Densetsu no Shima,"Jan 24, 2001",6.9,399,"The Staw Hat Pirates find themselves stranded in the Calm Belt. A place where ships never come out alive. They all don't find it to be dangerous, but Nami had to explain to them on why it is an issue. The Calm Belt is a current of calm water that guards the entrance to the Grand Line. Wind and waves never occur in the Calm Belt, which makes the sails on a ship useless... Read all",tt0388629
One Piece,1,56,Eric Shutsugeki! Gunkanjima kara no Daidasshutsu!,"Jan 31, 2001",6.8,395,"Nami and Luffy went to tell Usopp, Zoro, and Sanji on what they've witnessed. Only to find them all asleep, while the half asleep Bokuden is still talking about Gunkan Island's ancestry. They woke, and heard from a village local that a group of marine ships are coming ashore. Nami told the him that if Bokuden wakes up, just tell him that they'll protect Apis at all co... Read all",tt0388629
One Piece,1,57,Zekkai no Kotou! Densetsu no Lost Island,"Feb 7, 2001",6.7,387,"The Straw Hat Pirates and Apis are now taking Ryuuji back to Dragon's Nest, Lost Island. The marines back at Gunkan Island are busy repairing the damages they've caused. Erik informs the major, that he has a hunch on where they'll find the millennium dragon. And insists they head straight to where the Straw Head Pirates are going. Erik made sure that a report to Admir... Read all",tt0388629
One Piece,1,58,Haikyo no Kettou! Kinpaku no Zoro VS Erik!,"Feb 21, 2001",6.8,378,"The Straw Hat Pirates. Apis and Ryuuji find themselves in a temple on what believed to be the Dragon's Nest. But all they found was a high ceiling with pictures of dragons and people. It didn't look like a place where dragons once roam. Apis asked Ryuuji, but he doesn't even know what this place is either. Usopp complained that the dragon isn't too helpful at all. Whi... Read all",tt0388629
One Piece,1,59,Luffy Kanzen Houi! Teitoku Nelson no Hisaku,"Feb 21, 2001",7.2,366,"The Going Merry is avoiding the line of fire from the Marine Ships of the 8th Divison. Admiral Nelson is entertained by the whole thing, and tells a marine official to send out a flag signal telling Major that they have it under control. Erik however isn't going to let the Admiral get the Sennenryuu for himself. And asks the Major for 3 capable men and a rowboat. Luff... Read all",tt0388629
One Piece,1,60,Oozora o Mau Mono! Yomigaeru Sennen no Densetsu!,"Feb 28, 2001",7.3,359,"Luffy tells Ryuuji to not give up hope, but he remained in the water and began to sank. Admiral Nelson orders the marines to reel in the dragon with a gun spear cannon. Luffy however prevented the spear from piercing into Ryuuji. Luffy asked him on why he's doing this. Nelson just says that the only thing he wants from the dragon is eternal youth and nothing more. Luf... Read all",tt0388629
One Piece,1,61,Ikari no Kecchaku! Red Line o Norikoero!,"Mar 7, 2001",7.7,363,"Erik the Whirlwind is still around, and would of drown if the the ocean level didn't drain. He still has the idea that the Ryuukotsu has the elixir of life. Nami corrected him, that the Ryuukotsu is calcified and is merely impossible to create elixir out of. Erik however has his eyes set on the living dragons. Instead of killing them, he offer them all a deal in shari... Read all",tt0388629
One Piece,1,62,Saisho no Toride? Kyodai Kujira Laboon Arawaru,"Mar 21, 2001",7.8,420,"The Grand Line, the greatest ocean in the world according to Luffy. As our heroes slide down the water current slope of the Red Line, it was much like a ride. As they approach to the bottom, Zoro hears a strange noise, which Nami thinks was just the wind. Usopp used his goggle to see what was up ahead, Sanji thinks it's a mountain, but Nami knows that there isn't supp... Read all",tt0388629
One Piece,1,63,Otoko no Yakusoku! Luffy to Kujira Saikai no Chikai,"Mar 21, 2001",7.6,416,"Crocus told the Straw Hat Pirates the reason why Laboon is ramming against the Red Line. Long ago, when Crocus was looking after the lighthouses, a group of pirates entered the Grand Line, from Reverse Mountain. A little island whale(a young Laboon) had followed them all the way from the West Blue. Normally Island Whales travel with their own species, but not this one... Read all",tt0388629
One Piece,1,64,Kaizoku Kangei no Machi? Whiskey Peak Jouriku,"Apr 15, 2001",7.8,381,"As the Going Merry travels to Whiskey Peak, our friends experience the Grand Line's unpredictable weather. First it was snowing, which Luffy and Usopp found an activity to do including snow ball fights and snowman building. Mr. 9 and Miss Wednesday were complaining that there's no heater. Nami told them to shut up as she couldn't help but how strange that it became co... Read all",tt0388629
One Piece,1,65,Sakuretsu Santouryuu! Zoro VS Baroque Works!,"Apr 15, 2001",8.3,427,"Zoro knows about the Baroque Works organization. And for that he must die. But he disappear off the roof. And reappeared in the crowd of bounty hunters. They got out their guns to shoot him, but they all missed and shoot each other. Mr. 8 discovers that Zoro is no ordinary swordsman. As Zoro drew his sword behind Mr. 8 before he could blink. Soon Zoro is chased by the... Read all",tt0388629
One Piece,1,66,Shinken Shoubu! Luffy VS Zoro Nazo no Daikettou!,"Apr 22, 2001",8.1,407,Mr. 5 and Miss Valentine were informed by the boss that one of their agents knows some secrets that can't be leaked out. They know Mr. 8 and Miss Wednesday's true identities are were placed orders to eliminate them. Mr. 8 tries to kill them with his canons. But discovers that there's not a scratch on them. Igaram tried all he could to stop them but got hurt badly. And... Read all,tt0388629
One Piece,1,67,Oujo Vivi o Todokero! Luffy Kaizoku Dan Shukkou,"Apr 29, 2001",7.9,380,"Luffy and Zoro defeated Miss Valentine and Mr. 5 while they fight their pointless battle. Nami came by and put an end to it. Luffy soon learned what really happened and forgive Zoro for thinking he killed the locals for nothing. Nami tells Vivi that they'll do it only for a matter of money. Vivi however doesn't have anything in return, she just wants to be returned to... Read all",tt0388629
One Piece,1,68,Ganbare Coby! Coby-Meppo Kaigun Funtou Ki,"May 13, 2001",6.9,409,Coby & Helmeppo return in their own side story episode.,tt0388629
One Piece,1,69,Coby-Meppo no Ketsui! Garp Chuujou no Oyagokoro,"May 20, 2001",6.9,404,Coby and Helmeppo are mentored by Vice Admiral Garp in becoming marines.,tt0388629
One Piece,1,70,Taiko no Shima! Little Garden ni Hisomu Kage!,"May 27, 2001",7.3,396,"Straw Hat Pirate sails toward Little Garden, and unlike its name, the prehistoric animals living on the island are far from little. Everyone spreads out for another adventure and food, while Nami and Usopp stay aboard, frightened. Not long afterward, a giant approaches the ship.",tt0388629
One Piece,1,71,Dekkai Kettou! Kyojin Dorry to Brogy,"Jun 3, 2001",7.5,399,"Nami and Usopp are taken into Brogy's camp, meanwhile, Vivi and Luffy meet another giant, Dorry. They reveal that they will fight against each other whenever the volcano on the island erupts.",tt0388629
One Piece,1,72,Luffy Ikaru! Seinaru Kettou ni Hiretsu na Wana!,"Jun 17, 2001",7.4,389,"Brogy gives Dorry booze from Nami and Usopp. The booze explodes when Dorry drinks it. The duel starts once again, and even though his chance to win is very low due to his injury, Dorry still heads into the battle.",tt0388629
One Piece,1,73,Brogy Shouri no Goukyuu! Elbaf no Kecchaku,"Jun 24, 2001",7.5,390,The salvage of a hundred year duel ends?,tt0388629
One Piece,1,74,Ma no Candle! Munen no Namida to Ikari no Namida,"Jul 15, 2001",7.7,394,"Mr. 3 manages to capture Broggy with his wax. He also captures Vivi, Nami and Zoro, and tries to turn them into wax figures.",tt0388629
One Piece,1,75,Luffy o Osou Maryoku! Colors Trap,"Aug 12, 2001",7.8,387,"Luffy tries to save Nami, Vivi and Zoro who are almost turned into wax figures. However, Miss Golden Week, partner of Mr. 3, keeps Luffy busy with her colors trap.",tt0388629
One Piece,1,76,Iza Hangeki! Usopp no Kiten to Kaenboshi!,"Aug 19, 2001",7.8,388,"With Vivi, Nami, and Zoro are almost petrified completely by the wax and Luffy is trapped by Miss Golden Week's power, Usopp is the only one left to save them all.",tt0388629
One Piece,1,77,Saraba Kyojin no Shima! Arabasuta o Mezase,"Aug 19, 2001",7.6,389,"After defeating Baroque Works on the island, Straw Hat Pirate sets sail to Arabasta. Brogy and Dorry set them off and help them escape from the giant goldfish that tries to eat Going Merry.",tt0388629
One Piece,1,78,Nami ga Byouki? Umi ni Furu Yuki no Mukou ni!,"Aug 26, 2001",7.4,395,"Luffy's crew gets a trouble when their navigator, Nami, is sick, and they do not have a doctor on the ship.",tt0388629
One Piece,1,79,Kishuu! Bliking Gou to Blik no Wapol,"Sep 2, 2001",7.7,381,"Straw Hat crew tries to find a doctor in a nearby island, but they are attacked by the pirate Wapol.",tt0388629
One Piece,1,80,Isha no Inai Shima? Na mo Naki Kuni no Bouken!,"Sep 9, 2001",7.8,378,"Not only that the island has no name, it doesn't have a doctor as well. The only one called doctor lives in the castle on the mountain's top. Sanji and Luffy go taking Nami there, while Vivi and Usopp stay behind, and listen to the history of the island from Dalton.",tt0388629
One Piece,1,81,Happy kai? Majo to Yobareta Isha!,"Sep 16, 2001",7.8,366,"It turns out that Dr. Kureha is on the other side of the island, and Usopp, Vivi and Dalton rush to find her. However, Dalton returns to the village after heard that Wapol comes back.",tt0388629
One Piece,1,82,Dolton no Kakugo! Wapol Gundan Shima ni Jouriku,"Oct 7, 2001",7.8,369,"Dalton faces Wapol, who wants to take over the island once more, but gets hit by arrows. The avalanche stops, and it injures Sanji. It is up for Luffy now to climb the mountain to save both Nami and Sanji.",tt0388629
One Piece,1,83,Yuki no Sumu Shima! Drum-Rocky o Nobore!,"Oct 7, 2001",8.1,411,Avalanche aftermath & the mountain climbing on the Drum Rockies.,tt0388629
One Piece,1,84,Tonakai wa Aoppana! Chopper no Himitsu,"Oct 21, 2001",8.0,393,"Nami asks Chopper to join Straw Hat's crew, but the reindeer refuses. Knowing Chopper's unique ability, Luffy is also interested to have him as the crew.",tt0388629
One Piece,1,85,Hamidashi Mono no Yume! Yabuisha Hiluluk!,"Oct 28, 2001",8.8,727,"It is a flashback to the past of Chopper and Dr. Hiruluk, the first human shows him affection, told by Dr. Kureha.",tt0388629
One Piece,1,86,Hiluluk no Sakura to Uketsugareyuku Ishi!,"Nov 4, 2001",9.3,1200,Flashbacks revealing the death of Dr. Hiruluk and the cruelty of Wapol as the king at that time and how Chopper is encouraged to carry on Dr. Hiruluk's will.,tt0388629
One Piece,1,87,Versus Wapol Gundan! Bakubaku no Mi no Nouryoku!,"Nov 11, 2001",8.1,393,"Wapol has arrived to the castle and wants to take down Hirulug's flag. He and his crew engage in a battle with Luffy, Sanji and Chopper trying protect the flag.",tt0388629
One Piece,1,88,Zoan-kei Akuma no Mi! Chopper Nanadan Henkei,"Nov 18, 2001",7.9,377,Chopper fights against one of Wapol's crew. He shows his ability to transform into seven forms using Rumble Ball which he creates by himself.,tt0388629
One Piece,1,89,Oukoku no Shihai Owaru Toki! Shinnen no Hata wa Eien ni,"Nov 25, 2001",7.9,374,The rest of Luffy's crew and the villagers find the ropeway Dr. Kureha uses to go from the castle to the village and vice versa. Meanwhile. Luffy manages to defeat Wapol.,tt0388629
One Piece,1,90,Hiluluk no Sakura! Drum Rocky no Kiseki,"Dec 2, 2001",9.0,985,"Chopper is finally convinced to join Luffy's crew, and though Dr. Kureha is not too happy with the idea of Chopper being a pirate, she gives him a very remarkable farewell gift.",tt0388629
One Piece,1,91,Sayonara Drum-tou! Boku wa Umi e Deru!,"Dec 9, 2001",8.1,374,Straw Hat's crew continues their journey to Vivi's homeland.,tt0388629
One Piece,1,92,Arabasta no Eiyuu to Senjou no Ballerina,"Dec 9, 2001",7.7,373,Luffy and Usopp accidentally fish Mr. 2 Bon Clay who spends a short time with Straw Hat crew showing off the ability of his devil fruit.,tt0388629
One Piece,1,93,Iza Sabaku no Kuni e! Ame o Yobu Kona to Hanrangun,"Dec 16, 2001",7.3,367,"Straw Hat crew arrives at Nanohana, the port city of Alabasta. Luffy gets separated from the others, and somehow learns about Dance Powder.",tt0388629
One Piece,1,94,Gouketsu-tachi no Saikai! Yatsu no Na wa Hiken no Ace,"Dec 23, 2001",9.0,1000,"Straw Hat crew meets Smoker and Tashigi. Smoker almost corners them when suddenly a powerful pirate appears to save Luffy. Luffy reveals him as Portgas D. Ace, his older brother.",tt0388629
One Piece,1,95,Ace to Luffy! Atsuki Omoi to Kyoudai no Kizuna,"Jan 6, 2002",8.2,404,Luffy and his crew manages to run away from Smoker and they meet Ace in their ship. Ace reveals that he is in a mission of searching for a man named Blackbeard.,tt0388629
One Piece,1,96,Midori no Machi Erumaru to Kung Fu Jugon!,"Jan 13, 2002",7.4,367,"Ace joins Luffy crew's journey temporarily and they go to the 'Green City' of Erumalu, which is only a desert now.",tt0388629
One Piece,1,97,Suna no Kuni no Bouken! Ennetsu no Daichi ni Sumu Mamono,"Jan 20, 2002",7.5,356,Straw Hat crew's journey through the desert after leaving Erumalu.,tt0388629
One Piece,1,98,Sabaku no Kaizokudan Toujou! Jiyuu ni Ikiru Otoko-tachi,"Jan 27, 2002",7.2,351,"Straw Hat crew meets the Desert Pirates, and Vivi realizes she knows the girl from the Desert Pirates when they were still young girls.",tt0388629
One Piece,1,99,Nisemono no Iji! Kokoro no Hanrangun Kamyu!,"Feb 3, 2002",7.1,333,Straw Hat crew helps Vivi testing a group of men pretending to be Rebel Army who guard a small village.,tt0388629
One Piece,1,100,Hanrangun Senshi Kouza! Vivi ni Chikatta Yume!,"Feb 10, 2002",7.6,343,"Luffy and crew take a break for lunch in the desert, and Vivi reveals her past with Kohza, the leader of the Rebel Army.",tt0388629
One Piece,1,101,Kagerou no Kettou! Ace vs Otoko Scorpion,"Feb 17, 2002",6.9,332,"Ace pursues a bounty hunter who claims he has defeated Blackbeard, only to find that it is a total lie. Ace concludes that Blackbeard isn't in Alabasta and leaves Luffy's crew.",tt0388629
One Piece,1,102,Iseki to Mayoigo! Vivi to Nakama to Kuni no Katachi,"Feb 24, 2002",7.1,309,"Luffy, Zoro, and Chopper get lost in the desert.",tt0388629
One Piece,1,103,Spiders Cafe ni 8-ji Teki Kanbu Shuugou,"Mar 3, 2002",7.5,330,"Baroke Work's teams 1,2, and 4 meet at the Spider's Cafe to await for the meeting with Mr 0. They are carried to the Rain Dinner casino where Crocodile reveals his identity. Meanwhile, Luffy's crew meets with Toto, Kohza's father.",tt0388629
