tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
Community,1,11,Politics of Human Sexuality,"Dec 3, 2009",7.8,3371,"Annie helps the dean put on an ""STD Fair,"" but doesn't want to perform an embarrassing demonstration. Meanwhile Jeff finds a companion for a double date with Pierce, and Troy finds out that Abed is a better athlete than him.",tt1439629
Community,1,12,Comparative Religion,"Dec 10, 2009",8.4,3639,"Shirley throws a Christmas party for the gang and much to her surprise learns her classmates come from various religious backgrounds. Meanwhile, Jeff is challenged by the school bully and faces the reality that he may fail Spanish 101.",tt1439629
Community,1,13,Investigative Journalism,"Jan 14, 2010",7.9,3478,"The gang decides not to let an obnoxious student from their Spanish class into the study group. The dean appoints Jeff as editor of the student paper, where Annie is working on a story that could expose the dean as a racist.",tt1439629
Community,1,14,Interpretive Dance,"Jan 21, 2010",7.9,3317,"Jeff runs in to problems when the study group and the dean discover that he's seeing a professor, while Troy and Britta discover each other's secret that they are both taking dance classes.",tt1439629
Community,1,15,Romantic Expressionism,"Feb 4, 2010",8.0,3321,"When Annie starts hanging out with Britta's ex-boyfriend Vaughn, Britta and Jeff vow to protect her. Meanwhile, Pierce feels left out at Troy and Abed's movie night.",tt1439629
Community,1,16,Communication Studies,"Feb 11, 2010",8.4,3449,"Jeff sets out to fix his relationship with Britta after things get awkward with a drunken phone call. Meanwhile, Annie and Shirley make plans to humiliate Señor Chang in order to defend Troy and Pierce's dignity.",tt1439629
Community,1,17,Physical Education,"Mar 4, 2010",9.0,4287,"Jeff refuses to participate in a pool class because the teacher forces him to play in gym shorts, and the study group discovers a white version of Abed at the college.",tt1439629
Community,1,18,Basic Genealogy,"Mar 11, 2010",7.9,3304,"It's Family Day at Greendale. Pierce tries to build a relationship with his stepdaughter, but she has eyes for Jeff instead. Britta gets in trouble with Troy's Nana, and Shirley's kids cause problems for Abed's father.",tt1439629
Community,1,19,Beginner Pottery,"Mar 18, 2010",8.4,3498,"Jeff signs up for a pottery class for an easy credit, but winds up failing the class when his jealousy of another student gets the best of him. Meanwhile, Pierce's incompetence could ruin his group's grade in boating class.",tt1439629
Community,1,20,The Science of Illusion,"Mar 25, 2010",8.4,3404,"Britta's April Fool's Day prank has disastrous consequences, but she refuses to confess that she was responsible. Annie and Shirley temporarily work as security guards, but both of them want to be the ""bad cop.""",tt1439629
Community,1,21,Contemporary American Poultry,"Apr 22, 2010",9.3,5445,Jeff's plan to get chicken fingers from the school cafeteria for the study group quickly evolves into a mafia movie-style endeavor with Abed calling all the shots.,tt1439629
Community,1,22,The Art of Discourse,"Apr 29, 2010",7.9,3464,"Shirley gets Pierce kicked out the study group, Jeff and Britta plot revenge on a group of high schoolers who make fun of them for attending community college, and Troy helps Abed accomplish some of his movie-clichéd social goals.",tt1439629
Community,1,23,Modern Warfare,"May 6, 2010",9.8,11753,"Greendale Community College is transformed into an apocalyptic war zone when the dean promises the winner of a paintball competition priority registration, and it could fan the flames of sexual tension between Jeff and Britta.",tt1439629
Community,1,24,English as a Second Language,"May 13, 2010",8.2,3238,"Annie uses inside information about Señor Chang to get him fired so that the study group will be forced to stay together and take Spanish again. Meanwhile, Troy discovers that he has a natural skill for plumbing.",tt1439629
Community,1,25,Pascal's Triangle Revisited,"May 20, 2010",8.5,3512,"Britta and Professor Slater fight for the affection of Jeff. Meanwhile, Troy is confused when Abed doesn't invite him to move into his dorm room.",tt1439629
Community,2,1,Anthropology 101,"Sep 23, 2010",8.7,3713,"Jeff and Britta engage in a dangerous game of relationship one-upsmanship in response to Britta's embarrassing moment at the end of the previous school year, which could cause the entire study group to fall apart.",tt1439629
Community,2,2,Accounting for Lawyers,"Sep 30, 2010",8.2,3355,"Jeff blows off the study group and their break-dancing competition to hang out with his old co-workers at the law firm, but Annie tries to prove that one of them is the person who turned him in and got him fired.",tt1439629
Community,2,3,The Psychology of Letting Go,"Oct 7, 2010",8.0,3247,"Pierce's religion convinces him that the spirit of his dead mother is captured in a cheap lava lamp, Jeff has a crisis of faith when he learns he has high cholesterol, and Britta and Annie try to raise money for the oil spill.",tt1439629
Community,2,4,Basic Rocket Science,"Oct 14, 2010",8.7,3881,"Everyone in the study group except Abed is stuck in a crude 1980s space simulator as it is towed off campus, and Abed leads the team given the difficult assignment of bringing them home.",tt1439629
Community,2,5,Messianic Myths and Ancient Peoples,"Oct 21, 2010",7.8,3635,"Shirley asks Abed to make a film about Jesus, but he quickly angers Shirley by turning it into a self-indulgent mess. Meanwhile, Pierce begins blowing off the study group to hang out with the ""hipsters.""",tt1439629
Community,2,6,Epidemiology,"Oct 28, 2010",9.3,5387,The study group is left to fend for themselves by Dean Pelton during a rabies outbreak due to tainted food at Greendale's Halloween party.,tt1439629
Community,2,7,Aerodynamics of Gender,"Nov 4, 2010",8.4,3709,"Britta, Annie and Shirley discover that Abed is skilled at insulting the mean girls, so they use him to their advantage. Meanwhile, Troy and Jeff find a secret garden with a trampoline, which they use for relaxation.",tt1439629
Community,2,8,Cooperative Calligraphy,"Nov 11, 2010",9.1,4545,"Chaos and mistrust tear the study group apart as they try to figure out who stole Annie's pen, causing them to miss the Greendale Puppy Parade.",tt1439629
Community,2,9,Conspiracy Theories and Interior Design,"Nov 18, 2010",9.4,5528,"Dean Pelton tries to bust Jeff for a phony night school credit, which only unveils a series of conspiracies, plots, and double-crosses between Jeff, Annie, and the dean.",tt1439629
Community,2,10,Mixology Certification,"Dec 2, 2010",8.4,3624,"The study group takes Troy out to a bar to celebrate his 21st birthday. While there, Annie assumes a new identity, Abed is propositioned by a man, one of Shirley's secrets is discovered, and Britta and Jeff fight over the ""cool"" bars.",tt1439629
Community,2,11,Abed's Uncontrollable Christmas,"Dec 9, 2010",8.7,4910,"When Abed wakes up to discover that everything is in stop motion animation, Professor Duncan and the study group help him try to discover the true meaning of Christmas.",tt1439629
Community,2,12,Asian Population Studies,"Jan 20, 2011",8.0,3125,"Annie lobbies for her new crush, who is also Jeff's rival, to join the study group, but a jealous Jeff counters with Chang. Meanwhile, Shirley announces that she's pregnant, but she doesn't know that it could be Chang's.",tt1439629
Community,2,13,Celebrity Pharmacology 212,"Jan 27, 2011",7.9,3203,"Pierce bribes Annie into getting him a bigger role in her anti-drug play, Jeff gets in trouble when he sends a lewd text message from Britta's phone, and Shirley rejects Chang's attempts to be friendly to her.",tt1439629
Community,2,14,Advanced Dungeons & Dragons,"Feb 3, 2011",9.5,6224,"The study group plays Dungeons & Dragons with another classmate to improve his spirits, but Pierce's jealousies cause their good intentions to backfire.",tt1439629
Community,2,15,Early 21st Century Romanticism,"Feb 10, 2011",8.0,3202,"Jeff hangs out with Professor Duncan after a fight with the study group, but Chang tags along and starts a party. Meanwhile, Abed and Troy fight for a librarian's affection, and Britta goes to a dance with a girl she thinks is a lesbian.",tt1439629
Community,2,16,Intermediate Documentary Filmmaking,"Feb 17, 2011",8.8,3696,"Pierce pretends to be dying so that he can bequeath a series of cryptic and sometimes mean-spirited gifts to his study partners, and Abed decides to shoot a documentary film of the situation.",tt1439629
Community,2,17,Intro to Political Science,"Feb 24, 2011",8.2,3287,"Anticipating a visit from the vice president, dean Pelton holds an election for student body president. An idealistic Annie decides to run, but Jeff decides to run against her to spite her and show how stupid politics can be.",tt1439629
Community,2,18,Custody Law and Eastern European Diplomacy,"Mar 17, 2011",7.4,3071,"Jeff uses Shirley's parental rights waiver against Chang as a way to get Chang out of the apartment, while Britta is afraid to tell Abed and Troy that their new friend is a war criminal.",tt1439629
Community,2,19,Critical Film Studies,"Mar 24, 2011",9.0,4317,"Jeff's ""Pulp Fiction""-themed surprise party for Abed is spoiled when Abed tells him over dinner that he's done with pop culture.",tt1439629
Community,2,20,Competitive Wine Tasting,"Apr 14, 2011",7.5,3033,Jeff suspects something isn't quite right when an attractive classmate gets engaged to marry Pierce .,tt1439629
Community,2,21,Paradigms of Human Memory,"Apr 21, 2011",9.1,4320,"While working on the final diorama for their anthropology class, Chang discovers the cache of items stolen by Troy's monkey.",tt1439629
Community,2,22,Applied Anthropology and Culinary Arts,"Apr 28, 2011",8.0,3045,"As the semester draws to a close, the anthropology class final is disrupted when Shirley goes into labor one month ahead of schedule.",tt1439629
Community,2,23,A Fistful of Paintballs,"May 5, 2011",9.7,7088,"In a ""spaghetti western"" parody, Pierce tries to get revenge on the rest of the study group during this year's paintball tournament.",tt1439629
Community,2,24,For a Few Paintballs More,"May 12, 2011",9.6,5745,"When the study group learns that there's a sinister plot behind the paintball tournament, they unite the remaining players to defeat the enemy.",tt1439629
Community,3,1,Biology 101,"Sep 22, 2011",8.0,3286,"Jeff's plan to keep Pierce out of the Study Group backfires when he gets kicked out instead, Abed copes with bad news about Cougar Town, and Dean Pelton's authority is challenged by another Greendale dean.",tt1439629
Community,3,2,Geography of Global Conflict,"Sep 29, 2011",8.1,3234,"When another over-achieving student steals Annie's idea for a Model U.N. club, the Study Group comes to her rescue. Meanwhile, new security cop Chang tries to stop Britta's last-ditch efforts to create a campus disturbance.",tt1439629
Community,3,3,Competitive Ecology,"Oct 6, 2011",8.0,3222,"Chaos ensues when the Study Group tries to divide itself up into biology lab partners, and Chang appoints himself security ""detective,"" and tries to solve a mystery that is only in his head.",tt1439629
Community,3,4,Remedial Chaos Theory,"Oct 13, 2011",9.8,10909,"At Abed and Troy's housewarming party, Jeff decides to let the decision on who gets the pizza rest on the roll of the dice, leaving Abed to contemplate six alternate realities.",tt1439629
Community,3,5,Horror Fiction in Seven Spooky Steps,"Oct 27, 2011",8.8,3794,"During her pre-Halloween party, Britta gets everyone to tell a spooky story so that she can find out which member of the study group scored out as a psychopath on their psychology profiles.",tt1439629
Community,3,6,Advanced Gay,"Nov 3, 2011",7.6,3135,"Pierce gets a visit from his bigoted father after his wipes become a hit in the gay community, and the dean of the School of Refrigeration recruits Troy to become his student.",tt1439629
Community,3,7,Studies in Modern Movement,"Nov 10, 2011",8.6,3445,"The study group helps Annie move in with Troy and Abed - except for Jeff, who lies to get out of it but is busted by dean Pelton.",tt1439629
Community,3,8,Documentary Filmmaking: Redux,"Nov 17, 2011",9.1,4214,"The dean is given the task of making a Greendale commercial, but the shoot soon goes over budget and spirals out of control - with Abed documenting the experience.",tt1439629
Community,3,9,Foosball and Nocturnal Vigilantism,"Dec 1, 2011",8.4,3331,"Shirley teaches Jeff foosball so that he can beat a team of cocky, obnoxious Germans, while Annie creates an overly elaborate ruse so that she doesn't have to tell Abed that she broke his special edition The Dark Knight DVD.",tt1439629
Community,3,10,Regional Holiday Music,"Dec 8, 2011",8.6,3928,"A holiday-themed parody of ""Glee"" in which Abed tries to persuade each member of the Study Group to join the glee club so that they can qualify for regionals.",tt1439629
Community,3,11,Urban Matrimony and the Sandwich Arts,"Mar 15, 2012",7.7,3061,"Pierce comes to Shirley with a business proposal just as she's about to get married to Andre. Meanwhile, Troy and Abed try to act ""normal"" for the wedding, Britta discovers a new skill, and Jeff struggles with his toast.",tt1439629
Community,3,12,Contemporary Impressionists,"Mar 22, 2012",7.9,3105,"The members of the Study Group take jobs as celebrity impersonators to pay off Abed's debt to a celebrity impersonator business, but can Jeff be Ryan Seacrest without his fragile ego spiral out of control?",tt1439629
Community,3,13,Digital Exploration of Interior Design,"Mar 29, 2012",8.2,3137,"When Britta falls for the human embodiment of the Subway sandwich chain, Shirley and Pierce hope to use the situation to their advantage.",tt1439629
Community,3,14,Pillows and Blankets,"Apr 5, 2012",9.3,5182,The students of Greendale are drawn into an epic pillow fight as Troy and Abed start a war that threatens to destroy their unique friendship.,tt1439629
Community,3,15,Origins of Vampire Mythology,"Apr 12, 2012",8.1,3084,"While Britta struggles to stay away from her old carny boyfriend, Jeff becomes obsessed with their relationship. Meanwhile, the dean stops by Troy and Abed's to recruit Troy for the dean of the school of refrigeration.",tt1439629
Community,3,16,Virtual Systems Analysis,"Apr 19, 2012",8.6,3515,"After sending Troy and Britta on a date, Annie volunteers to keep Abed company in his Dreamatorium.",tt1439629
Community,3,17,Basic Lupine Urology,"Apr 26, 2012",9.5,5191,"When the yam the study group was growing for biology class is killed, Troy and Abed are on the case.",tt1439629
Community,3,18,Course Listing Unavailable,"May 3, 2012",8.2,3007,"A fellow student has died and Biology class has been canceled, meaning everyone has to retake it in summer school. When the memorial service turns into a riot, Chang is granted special authoritative powers.",tt1439629
Community,3,19,Curriculum Unavailable,"May 10, 2012",9.2,4034,"When Abed claims the Dean has been replaced by a doppelgänger he is forced to take psychiatric treatment. Naturally, the rest of the study group joins him at his session with Dr. Heidi.",tt1439629
Community,3,20,Digital Estate Planning,"May 17, 2012",9.5,5382,"The study group must help Pierce win a video game so that he can claim his inheritance from his father, but somebody may be out to ensure that he loses.",tt1439629
Community,3,21,The First Chang Dynasty,"May 17, 2012",9.1,3711,"The Study Group, now known as the ""Greendale Seven,"" launches a plot to rescue the real dean Pelton and end Chang's reign of terror over Greendale.",tt1439629
Community,3,22,Introduction to Finality,"May 17, 2012",8.8,3351,"Jeff faces an old nemesis as Shirley and Pierce square off in Greendale court, Abed succumbs to his evil alter ego, and Troy decides to meet his destiny at air conditioning school.",tt1439629
Community,4,1,History 101,"Feb 7, 2013",7.2,3430,"While the Dean creates a Hunger Games-style competition for admission into a History of Ice Cream class, the final class Jeff needs to graduate and a fear of graduation causes Abed to retreat to his happy place.",tt1439629
Community,4,2,Paranormal Parentage,"Feb 14, 2013",7.5,3059,"The study group's Halloween plans are put on hold when Pierce locks himself in the panic room of his ""haunted"" mansion.",tt1439629
Community,4,3,Conventions of Space and Time,"Feb 21, 2013",7.2,3009,"At the Inspector SpaceTime Convention, Abed finds a new ""soulmate,"" Jeff discovers he looks like one of the show's villains, Shirley and Pierce join a focus group, and Annie pretends to be Jeff's wife.",tt1439629
Community,4,4,Alternative History of the German Invasion,"Feb 28, 2013",7.0,2842,"The Study Group loses access to the study room to the German foosballers, and Chang returns to campus, claiming to be suffering from ""Changnesia.""",tt1439629
Community,4,5,Cooperative Escapism in Familial Relations,"Mar 7, 2013",7.4,2884,"While Jeff and Britta spend Thanksgiving with Jeff's newly-discovered father and brother, the rest of the Study Group tries to escape from Shirley's dysfunctional family Thanksgiving celebration.",tt1439629
Community,4,6,Advanced Documentary Filmmaking,"Mar 14, 2013",7.5,2778,"Abed makes a new documentary chronicling Greendale's effort to get a research grant for ""Changnesia,"" as well as Jeff's efforts to prove that Chang is faking his disease.",tt1439629
Community,4,7,Economics of Marine Biology,"Mar 21, 2013",6.7,2827,"Dean Pelton and Annie try to land a ""whale"" student while Jeff is assigned to keep Pierce occupied. Meanwhile, Troy and Shirley take a physical education education course, and Abed creates a fraternity to annoy the dean.",tt1439629
Community,4,8,Herstory of Dance,"Apr 4, 2013",7.8,3027,"While the dean sets up a Sadie Hawkins dance, Britta puts together a competing Sophie B. Hawkins dance. Meanwhile, Abed is set up with two dates to both dances by Annie and Shirley.",tt1439629
Community,4,9,Intro to Felt Surrogacy,"Apr 11, 2013",6.8,3277,Dean Pelton prompts the study group to use puppets to relive the traumatic events of a recent adventure.,tt1439629
Community,4,10,Intro to Knots,"Apr 18, 2013",7.6,2793,"Jeff organizes a lovely holiday gathering at his apartment but Annie secretly invites Professor Cornwallis, to get in his good graces.",tt1439629
Community,4,11,Basic Human Anatomy,"Apr 25, 2013",8.0,2906,"When Annie and Shirley learn that Leonard is actually holding the spot as the class valedictorian, they join forces to bring him down.",tt1439629
Community,4,12,Heroic Origins,"May 2, 2013",8.2,3097,Abed's research into the study group's history uncovers an overlooked series of chance encounters that led each of them to Greendale.,tt1439629
Community,4,13,Advanced Introduction to Finality,"May 9, 2013",7.7,2983,A plan to celebrate Jeff's early graduation is unexpectedly disrupted by the study group's evil doppelgangers from the Darkest Timeline.,tt1439629
Community,5,1,Repilot,"Jan 2, 2014",7.8,3200,"Having failed in his second go-round as a lawyer, and unable to gather evidence for a potential lawsuit against Greendale, Jeff tries to convince the other former members of the Study Group to sue the school.",tt1439629
Community,5,2,Introduction to Teaching,"Jan 2, 2014",8.5,3260,"Jeff blows off his new teaching job at Greendale until Annie signs up for his class and forces him to teach, and Abed loses his religion when he takes a course about whether Nicolas Cage is good or bad.",tt1439629
Community,5,3,Basic Intergluteal Numismatics,"Jan 9, 2014",9.0,4130,The college is imbued with panic when an unidentified person returns to dropping coins down people's butts and Annie takes it upon herself to find out who is behind it all.,tt1439629
Community,5,4,Cooperative Polygraphy,"Jan 16, 2014",9.3,4152,"After Pierce's unexpected passing, a team of investigators headed by the no-nonsense Mr. Stone arrives at Greendale to subject the study group to lie detector tests before they can be considered for distributions under the will.",tt1439629
Community,5,5,Geothermal Escapism,"Jan 23, 2014",9.4,4698,"As a going-away present to Troy before his around-the-world trip, Abed sets up a high-stakes game of ""Hot Lava"" at the college, but Britta suspects that the game is just masking his real feelings about Troy's departure.",tt1439629
Community,5,6,Analysis of Cork-Based Networking,"Jan 30, 2014",8.1,2924,"Annie and Hickey fight Greendale bureaucracy to install a bulletin board, Abed learns a lesson about sign language, and the others discover the challenges of planning a properly sensitive school dance.",tt1439629
Community,5,7,Bondage and Beta Male Sexuality,"Feb 27, 2014",7.8,2632,"Jeff helps Duncan score a date with Britta, and Abed has a Hickey encounter on his way to the movie theater.",tt1439629
Community,5,8,App Development and Condiments,"Mar 6, 2014",9.0,3787,"When a new app is beta tested on Greendale students, the campus soon descends into a dystopian society where status is determined by app standing.",tt1439629
Community,5,9,VCR Maintenance and Educational Publishing,"Mar 13, 2014",8.0,2729,"Whilst cleaning the storage room Jeff, Hickey and Shirley find a pile of unused hidden textbooks and plot a way to make the best out of it. Meanwhile, Annie and Abed are trying to find a new roommate.",tt1439629
Community,5,10,Advanced Advanced Dungeons & Dragons,"Mar 20, 2014",8.4,2933,"The group proposes a ""sequel"" to Dungeons & Dragons night when they need to get a skeptical professor Hickey to bond with his estranged son.",tt1439629
Community,5,11,G.I. Jeff,"Apr 3, 2014",7.9,2997,"The entire group becomes part of the cast of a classic ""G.I. Joe"" cartoon from the 1980s, which turns out to be part of Jeff's coping mechanism as he deals with a monumental life event.",tt1439629
Community,5,12,Basic Story,"Apr 10, 2014",7.7,2460,"After a liability audit, the Save Greendale Committee discovered that they have, in fact, saved Greendale - until they discover that as a result of the successful audit, the school is being sold to Subway.",tt1439629
Community,5,13,Basic Sandwich,"Apr 17, 2014",8.1,2589,"When the group learns about Greendale's first dean, they embark on a mission to find his old computer lab; Subway enlists Chang to spy on the group as part of its plan to take over the school.",tt1439629
Community,6,1,Ladders,"Mar 17, 2015",7.6,2853,Dean Pelton hires an administrative consultant to organize things at Greendale.,tt1439629
Community,6,2,Lawnmower Maintenance & Postnatal Care,"Mar 17, 2015",7.5,2673,Jeff and Frankie ask an inventor for help extracting Dean Pelton from his virtual reality world.,tt1439629
Community,6,3,Basic Crisis Room Decorum,"Mar 24, 2015",7.6,2516,The Greendale gang goes on the offensive when a rival college releases an attack ad.,tt1439629
Community,6,4,Queer Studies & Advanced Waxing,"Mar 31, 2015",8.0,2631,"Dean Pelton is asked to lie; Chang auditions for a stage adaptation of ""The Karate Kid.""",tt1439629
Community,6,5,Laws of Robotics & Party Rights,"Apr 7, 2015",7.5,2421,A prisoner attends Greendale via telerobot; Britta tries to get around one of Annie's rules.,tt1439629
Community,6,6,Basic Email Security,"Apr 14, 2015",7.5,2469,A hacker threatens to publish emails unless a scheduled appearance by a racist comic is canceled.,tt1439629
Community,6,7,Advanced Safety Features,"Apr 21, 2015",7.3,2444,An ex-boyfriend persuades Britta to join a guerilla marketing campaign.,tt1439629
Community,6,8,Intro to Recycled Cinema,"Apr 28, 2015",7.8,2482,"The committee, along with a movie producer named Maury, help Abed complete his unfinished film.",tt1439629
Community,6,9,Grifting 101,"May 5, 2015",7.6,2429,"When a clever clever con man, Professor DeSalvo, uses his class to cheat the study group, they enlist Jeff to get revenge. The situation goes awry as Britta and Dean Pelton get involved in Jeff and Professor DeSalvo's scamming competition.",tt1439629
Community,6,10,Basic RV Repair and Palmistry,"May 12, 2015",7.5,2422,"While on a road trip to get rid of a Greendale artifact, Abed turns a situation into a feature film.",tt1439629
Community,6,11,Modern Espionage,"May 19, 2015",8.9,3178,"When a secret game of paintball occurs on campus, Frankie threatens to expel those who participate.",tt1439629
Community,6,12,Wedding Videography,"May 26, 2015",8.6,2876,A marriage proposal in Jeff's law class exposes a connection between the future bride and groom.,tt1439629
Community,6,13,Emotional Consequences of Broadcast Television,"Jun 2, 2015",9.5,5474,"As their sixth year at Greendale draws to a close, Abed asks everyone to imagine pitching a TV show about what they would do in season seven.",tt1439629
