tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
The Simpsons,1,21,Bart the Daredevil,"Dec 6, 1990",8.4,3500,"After seeing a motorcycle daredevil at a monster truck show, Bart becomes a death-defying daredevil skateboarder.",tt0096697
The Simpsons,1,22,Itchy & Scratchy & Marge,"Dec 20, 1990",8.1,3600,"Marge becomes a crusader against cartoon violence after ""Itchy and Scratchy"" seemingly inspires Maggie to attack Homer.",tt0096697
The Simpsons,1,23,Bart Gets Hit by a Car,"Jan 10, 1991",7.8,3100,"While skateboarding down the street, Bart is hit by a car driven by Mr. Burns. Homer turns down Mr. Burns' token offer of $100, and instead hires ambulance-chaser Lionel Hutz to bring an outrageous lawsuit against the millionaire.",tt0096697
The Simpsons,1,24,"One Fish, Two Fish, Blowfish, Blue Fish","Jan 24, 1991",8.8,4300,"After apparently consuming poison blowfish, Homer is told that he only has 24 hours to live.",tt0096697
The Simpsons,1,25,The Way We Was,"Jan 31, 1991",8.3,3300,Homer and Marge tell the story of how they met and fell in love in high school.,tt0096697
The Simpsons,1,26,Homer vs. Lisa and the 8th Commandment,"Feb 7, 1991",8.0,3100,"Homer gets a crooked cable guy to install free cable in the Simpson home, and as a result, Lisa faces an ethical crisis over her family's stealing.",tt0096697
The Simpsons,1,27,Principal Charming,"Feb 14, 1991",7.5,2900,"Homer tries to set Selma up with Principal Skinner, only for him to fall for Patty instead.",tt0096697
The Simpsons,1,28,"Oh Brother, Where Art Thou?","Feb 21, 1991",8.3,3300,"After Grampa is hospitalized, he reveals that Homer has a half-brother, and the family set out to find him.",tt0096697
The Simpsons,1,29,Bart's Dog Gets an F,"Mar 7, 1991",7.5,2900,"After an uncontrollable Santa's Little Helper destroys several important Simpson possessions, Homer announces that he will be thrown out of the house unless he completes obedience training.",tt0096697
The Simpsons,1,30,Old Money,"Mar 28, 1991",7.6,2900,"After Grampa's new girlfriend dies and leaves him $106,000 in her will, he tries to decide what to do with it.",tt0096697
The Simpsons,1,31,Brush with Greatness,"Apr 11, 1991",8.0,2900,"After rekindling her artistic talents, Marge is commissioned to paint a portrait of Mr. Burns; Homer vows to lose weight after getting trapped in a water slide.",tt0096697
The Simpsons,1,32,Lisa's Substitute,"Apr 25, 1991",8.6,4000,Lisa has a crush on her substitute teacher; Bart decides to run for class president.,tt0096697
The Simpsons,1,33,The War of the Simpsons,"May 2, 1991",7.9,2900,Homer must decide whether he should complete marriage counseling or skip out to catch a legendary catfish; Bart and Lisa take advantage of Grampa's ignorance of the house rules.,tt0096697
The Simpsons,1,34,Three Men and a Comic Book,"May 9, 1991",8.3,3500,"Bart, Milhouse and Martin each pitch in to buy an expensive comic book, which soon has a disastrous effect on their friendship.",tt0096697
The Simpsons,1,35,Blood Feud,"Jul 11, 1991",7.9,2800,"After Bart saves Mr. Burns' life with a blood transfusion, Homer vows revenge when they receive only a ""thank you"" card as compensation.",tt0096697
The Simpsons,1,36,Stark Raving Dad,"Sep 19, 1991",8.7,4200,Homer accidentally lands in a mental hospital and ends up sharing a room with a white man who thinks he is Michael Jackson.,tt0096697
The Simpsons,1,37,Mr. Lisa Goes to Washington,"Sep 26, 1991",7.8,3000,"After winning a political essay contest, Lisa is invited to Washington, D.C., but she soon becomes upset after discovering how policy-making really works.",tt0096697
The Simpsons,1,38,When Flanders Failed,"Oct 3, 1991",8.2,3100,"After wishing for Flanders to lose his business, Homer discovers that his neighbor is actually about to go bankrupt and decides to help him out.",tt0096697
The Simpsons,1,39,Bart the Murderer,"Oct 10, 1991",8.7,3700,"After having a horrible day, Bart gets a job tending bar for a group of gangsters and becomes the prime suspect when Principal Skinner mysteriously disappears.",tt0096697
The Simpsons,1,40,Homer Defined,"Oct 17, 1991",8.5,3600,"Homer is a hero after averting a nuclear meltdown that he nearly caused, but he doesn't want to tell anyone that he stopped it completely by accident.",tt0096697
The Simpsons,1,41,"Like Father, Like Clown","Oct 24, 1991",7.6,2900,Bart and Lisa try to reunite Krusty the Clown with his father.,tt0096697
The Simpsons,1,42,Treehouse of Horror II,"Oct 31, 1991",8.3,3300,"The Simpson family receives a severed monkey's paw which can grant wishes, Bart gains magical powers which he uses to turn Homer into a Jack-in-the-box, and Mr. Burns uses Homer's brain to create a robot.",tt0096697
The Simpsons,1,43,Lisa's Pony,"Nov 7, 1991",7.9,2800,Homer buys Lisa a pony that the family can ill afford.,tt0096697
The Simpsons,1,44,Saturdays of Thunder,"Nov 14, 1991",7.9,2800,"After Homer fails a fathering test, he decides to help Bart build his Soap Box Derby racer.",tt0096697
The Simpsons,1,45,Flaming Moe's,"Nov 21, 1991",8.9,3700,"Moe claims a drink that Homer invented is his own, with the drink making the bar a local hot spot, but threatens his friendship with Homer.",tt0096697
The Simpsons,1,46,Burns Verkaufen der Kraftwerk,"Dec 5, 1991",8.2,2900,"Burns decides to retire and sells the power plant to a German consortium for an exorbitant price. Homer's laziness and inefficiency are quickly exposed by his new bosses, and he is laid off.",tt0096697
The Simpsons,1,47,I Married Marge,"Dec 26, 1991",8.3,2900,"As Marge goes to the doctor for a pregnancy test, Homer tells the children of the events leading up to his marriage, and Bart's birth.",tt0096697
The Simpsons,1,48,Radio Bart,"Jan 9, 1992",8.6,3200,"After Bart receives a microphone which can transmit through radios, he decides to pull a series of pranks and eventually convinces the town that a boy has fallen down a well.",tt0096697
The Simpsons,1,49,Lisa the Greek,"Jan 23, 1992",8.0,2700,Homer uses Lisa (and her prognostic skills) to help him bet on football games.,tt0096697
The Simpsons,1,50,Homer Alone,"Feb 6, 1992",8.1,2700,"While Marge spends a couple of days at Rancho Relaxo after she has a breakdown, Bart and Lisa stay with Patty and Selma, and Homer stays at home to take care of Maggie.",tt0096697
The Simpsons,1,51,Bart the Lover,"Feb 13, 1992",8.4,3200,"After Mrs. Krabappel gives Bart a month of detention, he gets his revenge by responding to her newspaper singles ad; Homer uses a swear jar to cut down on his cursing.",tt0096697
The Simpsons,1,52,Homer at the Bat,"Feb 20, 1992",8.8,3800,"Homer and his co-workers qualify for the plant softball team's league final, but Mr. Burns hires nine professional MLB players in order to win a $1 million bet.",tt0096697
The Simpsons,1,53,Separate Vocations,"Feb 27, 1992",8.2,2800,"Lisa and Bart take an examination at the school that is supposed to determine what they will be when they grow up, but the kids are not so sure.",tt0096697
The Simpsons,1,54,Dog of Death,"Mar 12, 1992",7.8,2600,"After the Simpsons regret paying for an expensive surgery for Santa's Little Helper, he runs away from home and is trained by Mr. Burns to become an attack dog.",tt0096697
The Simpsons,1,55,Colonel Homer,"Mar 26, 1992",8.1,2900,"Homer becomes the manager of a beautiful young country singer and finds himself almost attracted to her, sparking Marge's jealousy.",tt0096697
The Simpsons,1,56,Black Widower,"Apr 9, 1992",8.3,2900,Sideshow Bob gets out of jail and plots to take his revenge on Bart by marrying his Aunt Selma and killing her.,tt0096697
The Simpsons,1,57,The Otto Show,"Apr 23, 1992",7.7,2700,"After Otto loses his job as school bus driver because he does not have a license, Bart convinces Homer and Marge to let Otto stay with them until he gets back on his feet.",tt0096697
The Simpsons,1,58,Bart's Friend Falls in Love,"May 7, 1992",7.8,2700,Bart becomes jealous when Milhouse falls in love with a new student named Samantha; Homer accidentally receives a vocabulary-building tape instead of a weight-loss one.,tt0096697
The Simpsons,1,59,"Brother, Can You Spare Two Dimes?","Aug 27, 1992",8.3,2800,"After Homer ""wins"" a $2000 settlement with the plant for radiation affecting his sperm count, his brother Herb comes to Springfield with an idea that could help him get his fortune back.",tt0096697
The Simpsons,1,60,Kamp Krusty,"Sep 24, 1992",8.5,3300,"Bart and Lisa attend ""Kamp Krusty"" but it is nothing like they thought it would be; Homer's hair grows back and he loses weight while the kids are away.",tt0096697
The Simpsons,1,61,A Streetcar Named Marge,"Oct 1, 1992",8.2,3000,"Marge stars in a musical adaptation of A Streetcar Named Desire, but is angry with Homer's lack of interest; Maggie squares off with her strict new daycare owner.",tt0096697
The Simpsons,1,62,Homer the Heretic,"Oct 8, 1992",9.0,4300,"Homer decides to stay at home every Sunday while the rest of the family continues to attend church, and soon finds himself in an ominous situation.",tt0096697
The Simpsons,1,63,Lisa the Beauty Queen,"Oct 15, 1992",7.8,2800,Homer enters Lisa in the Little Miss Springfield pageant to build her self-esteem.,tt0096697
The Simpsons,1,64,Treehouse of Horror III,"Oct 29, 1992",8.5,3300,An evil Krusty the Clown doll tries to kill Homer; Marge is captured by a giant ape who falls in love with her; Bart inadvertently raises the dead.,tt0096697
The Simpsons,1,65,Itchy & Scratchy: The Movie,"Nov 3, 1992",8.3,2900,"With Bart continually getting in trouble, Homer bans him from seeing the new Itchy & Scratchy movie.",tt0096697
The Simpsons,1,66,Marge Gets a Job,"Nov 5, 1992",7.8,2600,"When Marge takes a job at the power plant, Mr. Burns falls in love with her; Bart ""cries wolf"" to avoid taking a test.",tt0096697
The Simpsons,1,67,New Kid on the Block,"Nov 12, 1992",8.2,2900,"Bart develops a crush on his new neighbor, only to discover that she's dating Jimbo Jones; Homer sues an all-you-can-eat restaurant after he's kicked out.",tt0096697
The Simpsons,1,68,Mr. Plow,"Nov 19, 1992",8.9,3700,"Homer opens a successful snow-plowing business, only to inspire Barney to start a rival outfit that puts him out of work.",tt0096697
The Simpsons,1,69,Lisa's First Word,"Dec 3, 1992",8.7,3100,"While trying to coax Maggie into saying her first word, Homer and Marge talk about how Lisa spoke hers.",tt0096697
The Simpsons,1,70,Homer's Triple Bypass,"Dec 17, 1992",8.7,3500,"Years of poor eating habits catch up with Homer when he suffers a massive heart attack, but the family can't afford the triple bypass operation he needs.",tt0096697
The Simpsons,1,71,Marge vs. the Monorail,"Jan 14, 1993",9.1,4700,"After receiving a considerable donation of money, Springfield builds a monorail system with Homer as the conductor, unaware they've just boarded a one-way train to Hell.",tt0096697
The Simpsons,1,72,Selma's Choice,"Jan 21, 1993",8.0,2700,"Selma starts to feel broody, but after taking Bart and Lisa to Duff Gardens, she changes her mind.",tt0096697
The Simpsons,1,73,Brother from the Same Planet,"Feb 4, 1993",8.2,2700,"When Bart gets tired of Homer's horrible parenting skills, he enrolls in the ""Bigger Brother"" program where he's assigned a fantastic role model.",tt0096697
The Simpsons,1,74,I Love Lisa,"Feb 11, 1993",8.4,2900,"Lisa gives Ralph a Valentine's card out of pity, but soon regrets it when he develops an unwanted crush on her.",tt0096697
The Simpsons,1,75,Duffless,"Feb 18, 1993",8.4,2800,"After Homer loses his license for DUI, Marge pressures him to give up beer for a month; Lisa attempts to prove that Bart is less intelligent than a hamster.",tt0096697
The Simpsons,1,76,Last Exit to Springfield,"Mar 11, 1993",9.1,4300,"When Mr. Burns revokes the plant's dental plan, forcing Lisa to be fitted with cheap, ugly braces, Homer leads its union into going on strike.",tt0096697
The Simpsons,1,77,So It's Come to This: A Simpsons Clip Show,"Apr 1, 1993",7.0,2500,"As Homer recovers in hospital due to Bart's disastrous April Fool's Day prank, the family reminiscences over earlier hardships.",tt0096697
The Simpsons,1,78,The Front,"Apr 15, 1993",8.1,2500,"Bart and Lisa convince Grampa to let them use his name for episodes of ""Itchy and Scratchy"" they have written; Homer re-takes a test he failed in high school.",tt0096697
The Simpsons,1,79,Whacking Day,"Apr 29, 1993",8.1,2800,Marge home-schools Bart after he is expelled from Springfield Elementary; Lisa protests a barbaric local holiday centered around clubbing snakes to death.,tt0096697
The Simpsons,1,80,Marge in Chains,"May 6, 1993",7.7,2500,"A misunderstanding leads to Marge being imprisoned for shoplifting, with her absence soon descending the family, and eventually, the town into chaos.",tt0096697
The Simpsons,1,81,Krusty Gets Kancelled,"May 13, 1993",8.2,2800,"When Krusty's show is canceled after losing viewers to a ventriloquist and his dummy, Bart and Lisa organize a celebrity-filled comeback special for their favorite Clown.",tt0096697
The Simpsons,1,82,Homer's Barbershop Quartet,"Sep 30, 1993",8.6,3300,"After the kids find a record with Homer's picture on it, he recalls the story of how he achieved fame in the 1980s with his barbershop quartet, The Be Sharps.",tt0096697
The Simpsons,1,83,Cape Feare,"Oct 7, 1993",9.2,4700,"After being released from prison on parole, Sideshow Bob plots to murder Bart.",tt0096697
The Simpsons,1,84,Homer Goes to College,"Oct 14, 1993",8.6,3300,"When a surprise inspection of the nuclear power plant reveals that Homer is not qualified to do his job, he is forced to go to college.",tt0096697
The Simpsons,1,85,Rosebud,"Oct 21, 1993",8.9,3700,"After his birthday party goes wrong, Mr. Burns begins to want his childhood toy, a teddy bear named Bobo; Homer finds that Maggie is in possession of the doll.",tt0096697
The Simpsons,1,86,Treehouse of Horror IV,"Oct 28, 1993",8.8,3400,"Homer sells his soul to the Devil for a donut, Bart contends with a gremlin on the side of the school bus which only he can see, and the family discovers that Mr. Burns is a vampire.",tt0096697
The Simpsons,1,87,Marge on the Lam,"Nov 4, 1993",8.1,2600,A girls' night out turns into a high speed chase when Marge learns her friend is driving a stolen car.,tt0096697
The Simpsons,1,88,Bart's Inner Child,"Nov 11, 1993",7.7,2500,"Brad Goodman, a self-help guru, encourages Springfield to act more like Bart, with disastrous results.",tt0096697
The Simpsons,1,89,Boy Scoutz 'n the Hood,"Nov 18, 1993",8.7,3300,"After joining the Junior Campers while on a sugar high, Bart reluctantly invites Homer to accompany him on the group's annual father-son rafting trip, which soon goes awry.",tt0096697
The Simpsons,1,90,The Last Temptation of Homer,"Dec 9, 1993",8.5,2900,Homer's marriage is in trouble when he develops an attraction to a new co-worker; Bart undergoes medical treatments that make him look like a nerd.,tt0096697
The Simpsons,1,91,"$pringfield (Or, How I Learned to Stop Worrying and Love Legalized Gambling)","Dec 16, 1993",8.6,3000,"Mr. Burns builds a casino when Springfield decides to legalize gambling, with Marge becoming addicted to the slot machines.",tt0096697
The Simpsons,1,92,Homer the Vigilante,"Jan 6, 1994",8.3,2700,An outbreak of burglaries inspires Homer to lead a vigilante group.,tt0096697
The Simpsons,1,93,Bart Gets Famous,"Feb 3, 1994",8.1,2600,"Bart becomes an overnight sensation as the ""I didn't do it"" boy on Krusty the Clown's show.",tt0096697
The Simpsons,1,94,Homer and Apu,"Feb 10, 1994",8.3,2700,Apu moves in with the Simpsons after losing his job when Homer gets ill from the contaminated food; James Woods takes over the Kwik-E-Mart.,tt0096697
The Simpsons,1,95,Lisa vs. Malibu Stacy,"Feb 17, 1994",8.1,3000,"Angered by the vacuous phrases her Malibu Stacy doll utters, Lisa works with Malibu Stacy's original designer to create a doll with admirable traits.",tt0096697
The Simpsons,1,96,Deep Space Homer,"Feb 24, 1994",8.9,3600,"In an effort to increase the dismal television ratings for their space launches, NASA decides to send an ordinary man into space, and Homer is chosen for the task.",tt0096697
The Simpsons,1,97,Homer Loves Flanders,"Mar 17, 1994",8.6,3100,"After Flanders invites Homer to a football game, the pair become friends, but Homer's possessiveness and loutish behaviour slowly turns Ned against him.",tt0096697
The Simpsons,1,98,Bart Gets an Elephant,"Mar 31, 1994",7.9,2500,"After Bart receives an elephant as a prize for calling in to a radio station, the animal proves to be too costly to care for and Homer decides to sell it.",tt0096697
The Simpsons,1,99,Burns' Heir,"Apr 14, 1994",8.3,2900,"After coming close to death, Mr. Burns decides than it's time to find an heir to his empire, and chooses Bart because of his truly devious nature.",tt0096697
The Simpsons,1,100,Sweet Seymour Skinner's Baadasssss Song,"Apr 28, 1994",8.4,3000,"Bart accidentally gets Principal Skinner fired on inspection day, with Ned Flanders taking over as his replacement.",tt0096697
The Simpsons,1,101,The Boy Who Knew Too Much,"May 5, 1994",8.3,2500,"Bart witnesses the alleged assault of a waiter by Mayor Quimby's nephew, but coming forward will mean admitting to skipping class, and face the consequences.",tt0096697
The Simpsons,1,102,Lady Bouvier's Lover,"May 12, 1994",7.5,2300,"Grampa falls in love with Marge's mother, but must compete with Mr. Burns for her heart.",tt0096697
The Simpsons,1,103,Secrets of a Successful Marriage,"May 19, 1994",8.1,2400,"Homer begins teaching a class on how to have a successful marriage, but jeopardizes his own marriage by revealing secrets about himself and Marge.",tt0096697
The Simpsons,1,104,Bart of Darkness,"Sep 4, 1994",8.7,3100,"Confined to his room with a broken leg, Bart suspects Ned Flanders of murdering Maude; the family's new swimming pool earns Lisa popularity among the neighborhood kids.",tt0096697
The Simpsons,1,105,Lisa's Rival,"Sep 11, 1994",8.1,2700,Lisa is jealous when a new girl in class is smarter than she is; Homer obtains a giant mound of sugar.,tt0096697
The Simpsons,1,106,Another Simpsons Clip Show,"Sep 25, 1994",5.8,2300,The family recalls past tales of lost love.,tt0096697
The Simpsons,1,107,Itchy & Scratchy Land,"Oct 2, 1994",8.6,3000,A family vacation to Itchy & Scratchy Land turns disastrous when the robots malfunction and turn on the tourists.,tt0096697
The Simpsons,1,108,Sideshow Bob Roberts,"Oct 9, 1994",8.3,2600,"When Sideshow Bob is released from prison and is elected Mayor of Springfield, Bart and Lisa suspect foul play and are determined to expose his corruption.",tt0096697
The Simpsons,1,109,Treehouse of Horror V,"Oct 30, 1994",9.2,4200,The family's job at Mr. Burns' country estate goes awry when Homer goes mad; Homer's attempt to repair a toaster results in inadvertent time travel; The school staff turn cannibalistic.,tt0096697
The Simpsons,1,110,Bart's Girlfriend,"Nov 6, 1994",8.1,2600,Bart falls for Reverend Lovejoy's daughter and is surprised when she becomes a bad influence on him.,tt0096697
The Simpsons,1,111,Lisa on Ice,"Nov 13, 1994",8.6,2800,Sibling rivalry between Bart and Lisa ensues when they become the star players of their respective ice hockey teams.,tt0096697
The Simpsons,1,112,Homer Badman,"Nov 27, 1994",9.0,3900,Homer accidentally lands himself in trouble with the law and with the kids' babysitter after stealing a gummy replica at a candy convention.,tt0096697
The Simpsons,1,113,Grampa vs. Sexual Inadequacy,"Dec 4, 1994",8.1,2400,Homer and Abe hit the road to sell Abe's miraculous aphrodisiac.,tt0096697
The Simpsons,1,114,Fear of Flying,"Dec 18, 1994",7.8,2500,Marge goes into therapy to cure her of her traumatizing fear of flying.,tt0096697
The Simpsons,1,115,Homer the Great,"Jan 8, 1995",9.1,3600,"Homer becomes a member of a mysterious organization called the Stonecutters and is heralded as ""the chosen one"".",tt0096697
The Simpsons,1,116,And Maggie Makes Three,"Jan 22, 1995",8.9,3200,Homer recounts the story of Maggie's birth when the kids ask why there are no photos of her in the family album.,tt0096697
The Simpsons,1,117,Bart's Comet,"Feb 5, 1995",8.7,2800,Bart discovers a comet that is on a collision course with Springfield.,tt0096697
The Simpsons,1,118,Homie the Clown,"Feb 12, 1995",8.6,2900,"Homer becomes a Krusty the Clown stand-in, but is mistaken for the real Krusty by the Springfield mafia.",tt0096697
The Simpsons,1,119,Bart vs. Australia,"Feb 19, 1995",8.6,3000,"After he makes a collect call to Australia and refuses to pay for it, Bart sparks an international incident, with the Simpsons forced to travel to the country in order to repair political relations.",tt0096697
The Simpsons,1,120,Homer vs. Patty and Selma,"Feb 26, 1995",7.9,2300,"Desperate for money, Homer takes a loan from Patty and Selma; Bart discovers a natural talent for ballet.",tt0096697
The Simpsons,1,121,A Star Is Burns,"Mar 5, 1995",8.6,2800,"The citizens of Springfield host their own film festival, with popular movie critic Jay Sherman arriving from New York to judge.",tt0096697
The Simpsons,1,122,Lisa's Wedding,"Mar 19, 1995",8.4,2700,A fortune teller gives Lisa a look at her wedding in the year 2010.,tt0096697
The Simpsons,1,123,Two Dozen and One Greyhounds,"Apr 9, 1995",8.2,2400,"Santa's Little Helper's new mate has puppies, and Mr. Burns schemes to steal them and make them into a coat.",tt0096697
The Simpsons,1,124,The PTA Disbands,"Apr 16, 1995",8.1,2400,"Bart manipulates Mrs. Krabappel into leading a teachers' strike against Principal Skinner, but is perturbed when Marge becomes his substitute.",tt0096697
The Simpsons,1,125,'Round Springfield,"Apr 30, 1995",8.2,2800,"When Bart is hospitalized, Lisa runs into her mentor Bleeding Gums Murphy, who is also a patient, and becomes devastated when he dies soon after.",tt0096697
The Simpsons,1,126,The Springfield Connection,"May 7, 1995",8.2,2400,Marge deals with corruption and crime when she joins the Springfield police force.,tt0096697
The Simpsons,1,127,Lemon of Troy,"May 14, 1995",8.8,3000,"When a group of Shelbyville kids steal Springfield's sacred lemon tree, Bart and his friends venture there to get the tree back.",tt0096697
The Simpsons,1,128,Who Shot Mr. Burns? Part One,"May 21, 1995",9.2,3800,"After Mr. Burns steals oil from Springfield Elementary and blocks out the sun, an unknown person shoots him.",tt0096697
The Simpsons,1,129,Who Shot Mr. Burns? Part Two,"Sep 17, 1995",9.1,3500,"Mr. Burns is laying in the hospital while the investigation into his shooter begins. Every citizen has motivation, but it's Simpson DNA that has been found.",tt0096697
The Simpsons,1,130,Radioactive Man,"Sep 24, 1995",8.3,2600,Milhouse is cast as Radioactive Man's sidekick in a Hollywood production of the comic book.,tt0096697
The Simpsons,1,131,Home Sweet Home-Dum-Diddly Doodily,"Oct 1, 1995",8.4,2500,"Marge and Homer lose custody of the kids, who are sent to live at the Flanders' house.",tt0096697
The Simpsons,1,132,Bart Sells His Soul,"Oct 8, 1995",8.9,3400,Bart casually sells his soul to Milhouse for $5 but soon regrets it; Moe converts his dank bar into a family restaurant.,tt0096697
The Simpsons,1,133,Lisa the Vegetarian,"Oct 15, 1995",8.5,3200,"A trip to a local petting zoo convinces Lisa to give up meat, despite excessive pressure to convince her not to do so.",tt0096697
The Simpsons,1,134,Treehouse of Horror VI,"Oct 29, 1995",8.7,3000,A lightning storm causes giant advertising mascots to come to life; The children are terrorized by Groundskeeper Willie in their dreams; Homer finds himself trapped in another dimension.,tt0096697
The Simpsons,1,135,King Size Homer,"Nov 5, 1995",9.1,3800,"Homer intentionally gains more weight in order to qualify for disability and work from home, but soon realizes that being morbidly obese comes with its own problems.",tt0096697
The Simpsons,1,136,Mother Simpson,"Nov 19, 1995",8.7,2800,"After faking his own death, Homer is reunited with his mother, who harbors a deep secret.",tt0096697
The Simpsons,1,137,Sideshow Bob's Last Gleaming,"Nov 26, 1995",8.0,2300,"Sideshow Bob again escapes from prison and takes control of a TV screen at an air show, demanding all television stations immediately go off the air.",tt0096697
The Simpsons,1,138,The Simpsons 138th Episode Spectacular!,"Dec 3, 1995",7.5,2300,Troy McClure hosts a retrospective of the first 137 episodes of The Simpsons (1989).,tt0096697
The Simpsons,1,139,Marge Be Not Proud,"Dec 17, 1995",8.5,3100,Marge's relationship with Bart is strained when he is caught shoplifting before Christmas.,tt0096697
The Simpsons,1,140,Team Homer,"Jan 7, 1996",8.3,2400,"Homer starts a bowling team with Moe, Apu and Otto, but Mr. Burns insists on joining after learning that the team was funded with his money; Springfield Elementary introduces uniforms.",tt0096697
The Simpsons,1,141,Two Bad Neighbors,"Jan 14, 1996",8.6,3100,"Former President George Bush and his wife, Barbara, move into the Simpsons' neighborhood and soon clash with Bart and Homer.",tt0096697
The Simpsons,1,142,Scenes from the Class Struggle in Springfield,"Feb 4, 1996",7.7,2200,"After buying a Chanel suit at a bargain price, Marge finds herself invited to a country club by a former schoolmate. Taken in by the opulence of the place, she is soon overcome by a desperation to fit in.",tt0096697
The Simpsons,1,143,Bart the Fink,"Feb 11, 1996",7.7,2200,"Krusty the Clown is left almost broke after Bart inadvertently rats him out to the IRS, forcing Krusty to take drastic action.",tt0096697
The Simpsons,1,144,Lisa the Iconoclast,"Feb 18, 1996",8.2,2400,Lisa may figure out what to do when she discovers that Springfield's founding father was actually a murderous thief while researching for an essay.,tt0096697
The Simpsons,1,145,Homer the Smithers,"Feb 25, 1996",8.9,3500,"When Smithers is forced to take a vacation, he appoints Homer as his temporary replacement.",tt0096697
The Simpsons,1,146,The Day the Violence Died,"Mar 17, 1996",8.1,2300,"Bart and Lisa meet a vagabond who claims to be the creator of Itchy from ""Itchy and Scratchy.""",tt0096697
The Simpsons,1,147,A Fish Called Selma,"Mar 24, 1996",8.2,2700,Washed-up movie star Troy McClure starts dating Selma in an attempt to silence bizarre rumors about his personal life and resuscitate his career.,tt0096697
The Simpsons,1,148,Bart on the Road,"Mar 31, 1996",8.7,3000,"Bart makes a fake driver's license and takes Milhouse, Martin and Nelson on a huge road trip; Lisa spends time with Homer at the power plant.",tt0096697
The Simpsons,1,149,22 Short Films About Springfield,"Apr 14, 1996",9.0,3300,A series of vignettes highlights a day in the life of various Springfield residents.,tt0096697
