tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
The Sopranos,3,5,Another Toothpick,"Mar 25, 2001",8.7,4927,"Tony and Carmela try a therapy session together, which ends in an angry dispute. Artie, meanwhile, tries to move in on Adriana.",tt0141842
The Sopranos,3,6,University,"Apr 1, 2001",8.8,5231,"Noah and Meadow's relationship is disrupted by her roommate, while Ralphie starts getting rough with one of the strippers from the Bada Bing causing Tony to intervene and questionably violating one of the mafia codes of conduct.",tt0141842
The Sopranos,3,7,Second Opinion,"Apr 8, 2001",8.5,4726,"Junior continues his cancer treatments, but the prognosis is iffy. Chris, meanwhile, finds himself under suspicion from Paulie.",tt0141842
The Sopranos,3,8,He Is Risen,"Apr 15, 2001",8.4,4659,"Tensions rise between Tony and Ralphie until circumstances demand that they resolve their differences. Meadow gets involved with Jackie's son, and ends up in trouble.",tt0141842
The Sopranos,3,9,The Telltale Moozadell,"Apr 22, 2001",8.2,4653,"Tony continues seeing Gloria, another of Dr. Melfi's patients, while Meadow continues seeing Jackie Jr.",tt0141842
The Sopranos,3,10,To Save Us All from Satan's Power,"Apr 29, 2001",8.5,4757,"Tony starts having flashbacks about Pussy's betrayal, and then later discovers that Jackie Jr. has been failing in his responsibilities.",tt0141842
The Sopranos,3,11,Pine Barrens,"May 6, 2001",9.7,10509,"While Silvio has the flu, Chris and Paulie run his collections for him, which results in the pair getting lost in the woods and nearly freezing to death while Tony's affair with Gloria goes sour as does Meadow's relationship with Jackie Jr.",tt0141842
The Sopranos,3,12,Amour Fou,"May 13, 2001",9.2,5346,"Gloria grows increasingly demanding until Tony realizes who she is, and Jackie Jr. ends up in very serious trouble when Chris realizes who he is.",tt0141842
The Sopranos,3,13,Army of One,"May 20, 2001",9.1,5248,"Ralphie issues his final decision on the fate of Jackie Jr., Anthony Jr., faces military school after getting expelled, Paulie and Ralphie have a financial conflict while the FBI assigns Adriana a new ""friend.""",tt0141842
The Sopranos,4,1,For All Debts Public and Private,"Sep 15, 2002",8.3,4670,"Chris puts a ghost from his past to rest, while Carmela grows uneasy about her future.",tt0141842
The Sopranos,4,2,No Show,"Sep 22, 2002",8.3,4556,"Chris' success earns him some jealousy, Adriana learns the truth about her friend, and Meadow still claims that Jackie Jr.'s death still weighs heavily on her.",tt0141842
The Sopranos,4,3,Christopher,"Sep 29, 2002",7.9,4837,"Columbus Day ignites tensions between Italians and Native Americans, and Bobby receives devastating news about his wife.",tt0141842
The Sopranos,4,4,The Weight,"Oct 6, 2002",8.5,4667,"A joke sparks a series of hit contracts, while Carmela finds herself happier than perhaps she should be that Furio will be around for good.",tt0141842
The Sopranos,4,5,Pie-o-My,"Oct 13, 2002",8.2,4534,"Ralph buys a racehorse, but Tony ends up more attached to it than Ralphie is. Carmela starts trying to invest in her future.",tt0141842
The Sopranos,4,6,Everybody Hurts,"Oct 20, 2002",8.4,4581,"Tony feels depressed over the negative impact he has on people who don't deserve it, while Carmela tries to set up Furio with a friend, AJ is uncomfortable with his girlfriend's wealth, Artie attempts a new business venture.",tt0141842
The Sopranos,4,7,Watching Too Much Television,"Oct 27, 2002",8.2,4456,"Adriana learns that life is not like TV shows, while Tony discovers that a former girlfriend has moved on, along with Ralphie and others they scam the Department of Housing and Urban Development.",tt0141842
The Sopranos,4,8,Mergers and Acquisitions,"Nov 3, 2002",8.2,4412,"Paulie has to take care of some rough relationships for his mother, while Tony's fancy for a fellow horse fancier lands him in trouble with Carmela.",tt0141842
The Sopranos,4,9,Whoever Did This,"Nov 10, 2002",9.3,5643,"Ralph's callous behavior finally steps over the line, while Chris gets deeper into his heroin addiction and Uncle Junior's mental capacity begins to become in question.",tt0141842
The Sopranos,4,10,"The Strong, Silent Type","Nov 17, 2002",8.9,4798,"In the midst of suspicions that he killed Ralph, Tony tries to intervene to get Chris clean and sober.",tt0141842
The Sopranos,4,11,Calling All Cars,"Nov 24, 2002",8.1,4374,"Tony's dreams seem to tell him where his life is headed, but he still feels as though he's out of control.",tt0141842
The Sopranos,4,12,Eloise,"Dec 1, 2002",8.3,4402,"Carmela and Furio grow too close for safety, while Paulie discovers that he's not as big a fish as he thought he was.",tt0141842
The Sopranos,4,13,Whitecaps,"Dec 8, 2002",9.3,5849,"Junior's trial comes to an end, but Tony's trials are just getting underway. Also, the Sopranos almost purchase a house on the beach.",tt0141842
The Sopranos,5,1,Two Tonys,"Mar 7, 2004",8.7,4610,"Some of the old guards are released from prison and want to get back in the action. Chris and Paulie are at each other's throats over matters of money and respect, and Tony decides to tell Dr. Melfi what's really on his mind.",tt0141842
The Sopranos,5,2,Rat Pack,"Mar 14, 2004",8.5,4384,"Carmine's passing opens new wounds, while cousin Tony wants to put his past behind him. Tony Soprano, meanwhile, discovers a traitor.",tt0141842
The Sopranos,5,3,Where's Johnny?,"Mar 21, 2004",8.7,4501,"With Carmine's passing and Feech's arrival, turf wars are breaking out around New Jersey. Junior's mental health, meanwhile, starts to decline.",tt0141842
The Sopranos,5,4,All Happy Families,"Mar 28, 2004",8.6,4406,Feech makes a pain of himself by trying to return to his past glory. Carmela tries to work with Anthony's teacher to rein in their out-of-control son.,tt0141842
The Sopranos,5,5,Irregular Around the Margins,"Apr 4, 2004",9.3,5274,"A car crash puts Tony and Adriana in a compromising position, and Cousin Tony tries to keep Chris from getting the wrong impression and the wrong information.",tt0141842
The Sopranos,5,6,Sentimental Education,"Apr 11, 2004",8.3,4336,"Carmela has another furtive romance collapse, while Tony B. throws away a chance to turn his life around.",tt0141842
The Sopranos,5,7,In Camelot,"Apr 18, 2004",8.1,4438,"Tony learns about his father through the man's mistress, while Chris' friend learns that there are habits more harmful to your health than heroin.",tt0141842
The Sopranos,5,8,Marco Polo,"Apr 25, 2004",8.8,4579,"An uncomfortable party leads Tony and Carmela to a partial reconciliation, while cousin Tony gets an offer he decides not to refuse.",tt0141842
The Sopranos,5,9,Unidentified Black Males,"May 2, 2004",8.8,4563,"Tony finds out that his cousin wants a bigger share of responsibilities, while Finn makes an embarrassing discovery about Vito.",tt0141842
The Sopranos,5,10,Cold Cuts,"May 9, 2004",8.7,4537,"Chris and cousin Tony do some digging to make sure old secrets stay buried, while Janice puts her marriage in jeopardy with her fierce temper.",tt0141842
The Sopranos,5,11,The Test Dream,"May 16, 2004",8.7,5545,"Cousin Tony heads off to avenge the death of his good friend, while a dream reveals to Tony what he must do to prevent a full-scale war.",tt0141842
The Sopranos,5,12,Long Term Parking,"May 23, 2004",9.7,6805,"Tony makes a request to Johnny Sack on behalf of his cousin, and Adriana makes a request to the FBI, followed by one to Chris.",tt0141842
The Sopranos,5,13,All Due Respect,"Jun 6, 2004",9.3,5055,Tony realizes that he must take care of family messes himself in order to keep the peace within his own clan.,tt0141842
The Sopranos,6,1,Members Only,"Mar 12, 2006",9.2,5291,"Gene Pontecorvo makes a final break from the mob life, while Junior's paranoid delusions could be the end of Tony.",tt0141842
The Sopranos,6,2,Join the Club,"Mar 19, 2006",8.8,5012,"The family tries to cope with Tony's hospitalization and deteriorating condition, while Tony begins to hallucinate a new life parallel to his own.",tt0141842
The Sopranos,6,3,Mayham,"Mar 26, 2006",8.8,4792,"While the gang begins to turn on itself, Tony finds himself at the threshold, while Christopher gives another try to enter the movie business, however this time as a producer rather than a screenwriter.",tt0141842
The Sopranos,6,4,The Fleshy Part of the Thigh,"Apr 2, 2006",8.5,4464,"Tony goes home and returns to business, perhaps with a new frame of mind. Paulie receives a shock about his mother.",tt0141842
The Sopranos,6,5,Mr. & Mrs. John Sacrimoni Request,"Apr 9, 2006",8.8,4611,Johnny Sack is granted permission to attend his daughter's wedding. Tony improves his personal security and Vito's secret double life is exposed.,tt0141842
The Sopranos,6,6,Live Free or Die,"Apr 16, 2006",8.6,4399,Tony hires help from overseas to fulfill a favor he was asked for by Johnny Sack and decides if one of his top earners deserves a second chance as he acknowledges to Dr. Melfi he was given a second chance when survived his gun shot wound.,tt0141842
The Sopranos,6,7,Luxury Lounge,"Apr 23, 2006",8.3,4461,Christopher and Carmine travel to Hollywood to take the next step in making their movie but quickly realize they're out of their depth. Artie feuds with Benny after his restaurant falls prey to one of Tony's scams.,tt0141842
The Sopranos,6,8,Johnny Cakes,"Apr 30, 2006",8.4,4391,"Vito considers starting a new life in New Hampshire, while Anthony Jr. looking for a purpose and finds it when he continues his pursuit of revenge against Junior.",tt0141842
The Sopranos,6,9,The Ride,"May 7, 2006",8.4,4404,Paulie finds public opinion turned against him after an amusement ride accident. Christopher tries to start a new life as a husband and father.,tt0141842
The Sopranos,6,10,Moe n' Joe,"May 14, 2006",8.2,4244,"Tony reflects on how growing up with Janice colors his attitudes now, while Vito tries to make a new life for himself in New Hampshire.",tt0141842
The Sopranos,6,11,Cold Stones,"May 21, 2006",8.7,4502,"Phil takes out his revenge on Vito, while Tony grows frustrated with Anthony Jr's lack of ambition or work ethic.",tt0141842
The Sopranos,6,12,Kaisha,"Jun 4, 2006",8.3,4415,"Tony and Phil begin an explosive conflict that puts Phil in the hospital, while Christopher and Tony both embark on new romances with the same woman.",tt0141842
The Sopranos,6,13,Soprano Home Movies,"Apr 8, 2007",9.1,5241,Carmela and Tony go away to Bobby's cabin upstate New York for Tony's birthday up where a fight emerges between Tony and Bobby over Janice. Meanwhile A.J. is throwing a party at the Soprano home.,tt0141842
The Sopranos,6,14,Stage 5,"Apr 15, 2007",8.9,4747,"Johnny Sac finds out he only has 3 months to live. Meanwhile, 'Cleaver' premieres and is a hit, while Carmela has mixed emotions about it, saying too much of it is based on Tony.",tt0141842
The Sopranos,6,15,Remember When,"Apr 22, 2007",8.6,4543,"While forced to lay low in Miami, Tony begins to question Paulie's loyalty. Junior and Phil Leotardo both make moves to gain power in their respective territories.",tt0141842
The Sopranos,6,16,Chasing It,"Apr 29, 2007",8.0,4433,"Tony hits an unlucky series of gambling losses, causing tension with both Carmela and Hesh. AJ and Blanca decide to make major changes in their relationship.",tt0141842
The Sopranos,6,17,Walk Like a Man,"May 6, 2007",8.9,4711,Christopher's father-in-law is the unwitting catalyst of a new feud between Christopher and Paulie. AJ struggles with depression.,tt0141842
The Sopranos,6,18,Kennedy and Heidi,"May 13, 2007",9.2,5590,Tony travels to Las Vegas after a tragedy occurs.,tt0141842
The Sopranos,6,19,The Second Coming,"May 20, 2007",9.3,5232,Tony fails to reason with Phil as more problems increase with Anthony Jr as his depression worsens.,tt0141842
The Sopranos,6,20,The Blue Comet,"Jun 3, 2007",9.6,6465,The allegiance of those closest to Tony is put to the test. A case of mistaken identity has serious ramifications.,tt0141842
The Sopranos,6,21,Made in America,"Jun 10, 2007",9.3,9416,Tony and his family have to stay in hiding until Phil Leotardo is dealt with. His family doesn't like the lifestyle they have been forced to adopt. AJ and Meadow move onto the next step in their lives. Tony confronts Junior one last time.,tt0141842
