tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Batman: The Animated Series,1,21,Vendetta,"Oct 5, 1992",7.8,1458,"A convict turned witness disappears and Harvey Bullock, who arrested him, is suspected in the incident.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,22,Prophecy of Doom,"Oct 6, 1992",6.9,1433,A con man convinces a large group of Gotham's richest men that he can see into the future by arranging a series of near-fatal accidents.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,23,The Forgotten,"Oct 8, 1992",7.5,1647,"While in disguise investigating the disappearance of homeless people, Batman is attacked and abducted to a slave camp with his memory lost.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,24,Mad as a Hatter,"Oct 12, 1992",8.2,1564,"When a jealous scientist with a passion for Alice in Wonderland uses his mind control devices to have his dream girl for his own, Batman must intervene.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,25,The Cape and Cowl Conspiracy,"Oct 14, 1992",7.8,1431,A master designer of deathtraps is hired to take Batman's cowl and cape.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,26,Perchance to Dream,"Oct 19, 1992",9.0,1827,"After being knocked out in a mysterious warehouse, Batman wakes up in a world where his parents are alive, he is engaged to Selina Kyle, and someone else is Batman.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,27,The Underdwellers,"Oct 21, 1992",6.9,1623,Batman discovers a subterranean colony of children in the sewer system dominated by the insane Sewer King.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,28,Night of the Ninja,"Oct 26, 1992",7.8,1366,A former fellow student of one of Wayne's old sensei's begins stalking the billionaire in revenge as a ninja.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,29,The Strange Secret of Bruce Wayne,"Oct 29, 1992",8.3,1463,A sinister doctor uses his mind reading machine to learn Batman's secret identity and attempts to auction it.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,30,Tyger Tyger,"Oct 30, 1992",7.2,1313,Selina Kyle is captured by a mad scientist and transformed into a humanoid cat creature.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,31,Dreams in Darkness,"Nov 3, 1992",8.4,1487,"While affected by the Scarecrow's fear toxin, Batman finds himself an inmate of Arkham Asylum.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,32,Beware the Gray Ghost,"Nov 4, 1992",9.0,1923,A series of bombings reminiscent of a long lost TV series occur and the washed up star of it may be connected.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,33,Cat Scratch Fever,"Nov 5, 1992",7.4,1292,"While Catwoman searches for her missing cat, she uncovers a plot to infect Gotham City that Batman must help stop.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,34,I Am the Night,"Nov 9, 1992",8.6,1461,Batman has serious doubts about his calling when Commissioner Gordon is seriously wounded.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,35,Almost Got 'im,"Nov 10, 1992",9.3,2159,"In a bar, a collection of Batman's enemies chat about their failed attempts to kill him.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,36,Moon of the Wolf,"Nov 11, 1992",7.0,1249,Batman investigates sightings of an apparent werewolf.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,37,Terror in the Sky,"Nov 12, 1992",7.5,1255,"The Man-Bat appears to be on the loose again, but it isn't clear if Dr. Kirk Langstrom is involved.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,38,Christmas with the Joker,"Nov 13, 1992",8.1,2069,"On Christmas Eve, Joker broadcasts a pirate Christmas special on television. Batman and Robin have until midnight to fight their way past Joker's traps hidden all over town and rescue Commissioner Gordon, Harvey Bullock, and Summer Gleeson.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,39,Heart of Steel: Part I,"Nov 16, 1992",8.0,1301,"A hyper-sophisticated robot steals computer technology from Wayne Enterprises, leading Batman to a sentient supercomputer, H.A.R.D.A.C., and its plan to replace humans with androids.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,40,Heart of Steel: Part II,"Nov 17, 1992",8.1,1306,"Batman tracks a series of robots to Cybertron's headquarters, with some assistance from Barbara Gordon.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,41,"If You're So Smart, Why Aren't You Rich?","Nov 18, 1992",8.4,1435,A fired puzzle designer seeks revenge against his greedy former employer as The Riddler.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,42,Joker's Wild,"Nov 19, 1992",8.4,1379,"When the Joker learns that a casino owner is using his likeness for the theme of his business, he escapes Arkham Asylum to destroy it while unaware of the owner's real motives.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,43,His Silicon Soul,"Nov 20, 1992",8.3,1258,"H.A.R.D.A.C.'s robot replica of Bruce Wayne wanders around, believing itself to be the real Batman.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,44,Off Balance,"Nov 23, 1992",7.8,1205,"Batman teams up with the mysterious Talia to retrieve a prototype weapon from the supervillain, Count Vertigo.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,45,What Is Reality?,"Nov 24, 1992",7.9,1264,"When the Riddler traps Commissioner Gordon's consciousness in a virtual reality device, Batman must enter the villain's construct to save him.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,46,The Laughing Fish,"Jan 10, 1993",8.7,1499,The Joker threatens the patent office staff when they refuse to copyright his disfigured fish.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,47,Harley and Ivy,"Jan 18, 1993",8.7,1435,"Harley Quinn teams up with Poison Ivy and both become the Queens of Crime, after the Joker and Batman find out.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,48,The Mechanic,"Jan 24, 1993",7.7,1180,The Penguin finds the mechanic who designs Batman's Batmobiles and forces him to turn the current model into a deathtrap.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,49,The Man Who Killed Batman,"Feb 1, 1993",8.9,1499,"A small time crook tells his story of how he accidentally seemed to kill Batman, and how now everyone wants to kill him next.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,50,Zatanna,"Feb 2, 1993",8.1,1238,A stage magician - and former friend of Bruce Wayne - is framed for grand larceny.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,51,Robin's Reckoning: Part 1,"Feb 7, 1993",8.8,1502,"After learning the name of an extortion ringleader, Batman mysteriously refuses to let Robin continue the investigation with him.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,52,Birds of a Feather,"Feb 8, 1993",7.9,1232,"It's love for the Penguin when socialite Veronica Vreeland hooks up with him, but it's only an attempt to raise her social status.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,53,Robin's Reckoning: Part 2,"Feb 14, 1993",8.7,1428,"Batman orders Robin to stay at home while he goes to catch Tony Zucco, but Robin goes out anyway.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,54,Blind as a Bat,"Feb 22, 1993",7.7,1135,"Although temporarily blinded, Batman is still determined to stop The Penguin who is threatening the city with a prototype attack helicopter.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,55,Day of the Samurai,"Feb 23, 1993",8.0,1234,Batman visits one of his teachers to help fight Kyodai Ken who has learned the secret of a death touch attack.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,56,See No Evil,"Feb 24, 1993",7.9,1357,"A small-time crook has stolen an invisibility suit, which he has been using to steal jewels, and now plans to steal his young daughter from his ex-wife.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,57,The Demon's Quest: Part I,"May 3, 1993",8.5,1273,"Robin is kidnapped, and Batman unexpectedly joins forces with Ra's Al Ghul, whose daughter Talia has also been taken.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,58,The Demon's Quest: Part II,"May 4, 1993",8.5,1243,Batman must stop R'as Al Ghul's plot to destroy the earth.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,59,Read My Lips,"May 10, 1993",8.5,1288,Batman must stop an insane ventriloquist whose alternate criminal personality dominates him through his gangster dummy.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,1,60,Fire from Olympus,"May 24, 1993",7.3,1153,"An energy weapon developed by the Army has disappeared, and Batman discovers that a mad shipping magnate who now fancies himself the god Zeus will use it to devastate Gotham.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,2,1,Shadow of the Bat,"Sep 13, 1993",8.4,1293,"Commissioner James Gordon is arrested for corruption, forcing his daughter, Barbara Gordon, to take a dramatic step to help him.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,2,2,Shadow of the Bat Part II,"Sep 14, 1993",8.4,1266,"Barbara Gordon, now Batgirl, joins Batman and Robin's investigation of Commissioner Gordon's framing.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,2,3,Mudslide,"Sep 15, 1993",8.3,1257,Clayface resurfaces with his body's cellular integrity decaying.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,2,4,The Worry Men,"Sep 16, 1993",7.5,1113,The Mad Hatter plants mind-control devices inside miniature native dolls distributed to high-society Gothamites by Veronica Vreeland.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,2,5,Paging the Crime Doctor,"Sep 17, 1993",7.8,1137,"After losing his medical license, Dr. Matthew Thorne, younger brother of crime boss Rupert Thorne and a former colleague of Thomas Wayne and Leslie Tompkins, is forced to peddle his services to his brother and members of his gang. When Rupert insists that Matthew perform his heart surgery, Batman must protect both of them from assassination.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,2,6,House and Garden,"May 2, 1994",8.4,1193,"Poison Ivy, after being released from Arkham, has apparently settled for a normal life, married to her psychiatrist and doting on his two children. Batman and Robin are suspicious, however, because semi-sentient plant-like creatures are committing mayhem all over Gotham.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,2,7,Sideshow,"May 3, 1994",8.1,1144,"Killer Croc escapes a prison train and finds refuge with a group of former circus freaks living in the mountains, who take pity on him.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,2,8,Avatar,"May 9, 1994",7.7,1098,Batman travels to Egypt and joins with Talia to hunt down Ra's al Ghul who is searching for an ancient source of ultimate power.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,2,9,Trial,"May 16, 1994",9.2,1607,A district attorney who loathes Batman is forced to defend him in a twisted parody of a trial run by the inmates of Arkham Asylum who have seized control and taken them both prisoner.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,2,10,Harlequinade,"May 23, 1994",8.7,1273,"When Joker steals a nuclear weapon, Batman arranges for Harley Quinn's release from Arkham, so she can help him track the Joker down.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,3,1,Bane,"Sep 10, 1994",8.3,1197,Rupert Thorne hires steroid-enhanced mercenary Bane to eliminate Batman.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,3,2,Second Chance,"Sep 17, 1994",8.7,1491,"Before undergoing surgery meant to remove both his disfigurement and his alternate personality, Two-Face/Harvey Dent is kidnapped by persons unknown.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,3,3,Riddler's Reform,"Sep 24, 1994",8.2,1147,"The Riddler has apparently gone straight, but Batman is not so sure.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,3,4,Baby-Doll,"Oct 1, 1994",8.0,1221,A washed-up actress with a bizarre condition that makes her look permanently like a child seeks revenge against her canceled show's cast and crew.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,3,5,Time Out of Joint,"Oct 8, 1994",7.7,1066,Batman and Robin battle the Clock King who has a prototype device that allows him to operate at an extremely accelerated time rate apart from the rest of his reality.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,3,6,Harley's Holiday,"Oct 15, 1994",8.6,1235,"On her first day of release, Harley Quinn gets into a ridiculous amount of trouble in record time.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,3,7,Make 'Em Laugh,"Nov 5, 1994",7.7,1074,Batman and Robin investigate why various comedians are suddenly committing crimes with comically bizarre motifs.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,3,8,Batgirl Returns,"Nov 12, 1994",7.9,1080,"Batgirl, Catwoman and Robin team up to investigate the theft of a valuable cat statuette.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,3,9,Lock-Up,"Nov 19, 1994",7.7,1099,Disgraced fanatical warder of Arkham Asylum sets himself as a vigilante jailer.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,3,10,Deep Freeze,"Nov 26, 1994",8.3,1162,"An elderly amusement park owner breaks Mr. Freeze out of jail, hoping to be ""frozen"" like him in order to achieve immortality.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,4,1,The Terrible Trio,"Sep 11, 1995",7.1,1078,Three rich youths who commit armed robbery for fun are pursued by Batman as their irresponsible hobby escalates into potentially worse deeds.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,4,2,Showdown,"Sep 12, 1995",7.7,1124,"While the Dynamic Duo race to stop Ra's Al Ghul from performing a kidnapping, the wild west story of how he was once opposed by the disfigured bounty hunter, Jonah Hex, is told.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,4,3,Catwalk,"Sep 13, 1995",8.0,1088,"Catwoman is trying to go straight, but is recruited by The Ventriloquist as a jewel thief.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,4,4,A Bullet for Bullock,"Sep 14, 1995",8.3,1168,Det. Bullock reluctantly asks for Batman's assistance when he is convinced someone is trying to kill him.,tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
Batman: The Animated Series,4,5,The Lion and the Unicorn,"Sep 15, 1995",7.4,1033,"Red Claw kidnaps an old colleague of Alfred's from the British Secret Service, to gain access to a hidden missile silo.",tt0103359,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.
