tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
Deadwood,1,11,Jewel's Boot Is Made for Walking,"Jun 6, 2004",8.5,1591,"Alma's father, Otis Russell, arrives from New York to ""help"" with her claim. Swearengen strikes a bargain with Adams to rid him of some legal baggage involving the arriving magistrate. Jewel journeys to Doc's cabin for help with her leg. Eddie resumes work at the Bella Union, while Bullock is angered by the choice of the corrupt Con Stapleton as the new sheriff.",tt0348914
Deadwood,1,12,Sold Under Sin,"Jun 13, 2004",9.2,1924,"General Crook rolls into Deadwood with his troops, known as ""Custer's avengers,"" and the Yankton magistrate, Clagett, prompting a parade and business solicitations from E.B. Farnum and Cy Tolliver. Al Swearengen delivers a tortured soul from suffering, and Bullock reacts decisively to Russell's intentions regarding Alma. Stapleton's new commission as sheriff proves short-lived, and Bullock and Alma have a late-night meeting.",tt0348914
Deadwood,2,1,A Lie Agreed Upon: Part I,"Mar 6, 2005",8.7,1577,"Tensions flare as the camp faces an uncertain future. Al Swearengen taunts Seth Bullock over his relationship with Alma Garret, and the resulting confrontation between sheriff and criminal turns violent. With a new business venture on the horizon, Joanie Stubbs and Cy Tolliver await the arrival of some fancy new whores on the next stagecoach, which also bears two important reminders of Bullock's past.",tt0348914
Deadwood,2,2,A Lie Agreed Upon: Part II,"Mar 13, 2005",8.4,1439,"Alma and an increasingly self-destructive Bullock face an abrupt decision on their future. At the Gem, while Swearengen readies for another showdown with Bullock, infighting between Silas Adams and Dan Dority yields more feed for Wu's pigs. Doc Cochran is surprised by Calamity Jane, who has returned to camp in a state of inebriated deterioration.",tt0348914
Deadwood,2,3,New Money,"Mar 20, 2005",8.1,1394,"Francis Wolcott, chief scout for a powerful mining operation, arrives to shake up the status quo - beginning with Cy Tolliver. Swearengen's lackeys fret as he refuses visitors and medical attention. Joanie's new partner, Maddie, reveals she's also running a game as their new brothel, the Chez Ami, services its first customer.",tt0348914
Deadwood,2,4,Requiem for a Gleet,"Mar 27, 2005",8.3,1394,"Doc contemplates a procedure that could cure Swearengen - or kill him. Bullock attempts to settle into domesticity, while Sol gets a new student bookkeeper - Trixie. Alma cuts ties with Sofia's tutor, Miss Isringhausen. Joanie and Maddie argue over the business. The County Commissioner's arrival spawns rumors about the camp's future and legal ownership of the gold claims.",tt0348914
Deadwood,2,5,Complications,"Apr 3, 2005",8.3,1360,"Swearengen is on the mend as Alma begins to take ill - mostly in the mornings. Cy is suspicious of Joanie and Maddie's operation, and makes an unexpected discovery about George Hearst's agent, Wolcott. Bullock attempts to control an outlaw mob and protect the Commissioner, who directed Merrick to print a provocative statement regarding gold claims.",tt0348914
Deadwood,2,6,Something Very Expensive,"Apr 10, 2005",8.6,1375,"Alma proposes opening a bank with the help of Sol Star. A new schoolteacher arrives in town, much to Merrick's delight. Much to Wu's dismay, new Chinese whores arrive. Wolcott's inner demons wreak havoc on Joanie's whorehouse, testing his alliance with Cy. Bullock attempts to keep order in the camp, and at the same time settle into family life.",tt0348914
Deadwood,2,7,E.B. Was Left Out,"Apr 17, 2005",8.5,1326,"Joanie discovers what happened at the Chez Ami and confides in Charlie Utter. Swearengen meets with Alma regarding Miss Isringhausen's allegations...and her connection to the Pinkertons. The town leaders convene to discuss pressing issues, but neglect to invite E.B., the mayor. By way of a strange circumstance, Utter comes into possession of Wild Bill's final correspondence.",tt0348914
Deadwood,2,8,Childish Things,"Apr 24, 2005",8.2,1296,"Wolcott offers on the claim of two ornery brothers, and reports to Hearst on their progress overall. Miss Isgringhausen strikes a deal with Swearengen, who discusses his options with a friend in a small box. Alma receives very different proposals from both Mrs. Bullock and Ellsworth. A Russian telegraph operator arrives in camp, and Joanie befriends a reluctant Jane.",tt0348914
Deadwood,2,9,Amalgamation and Capital,"May 1, 2005",8.7,1334,"Bullock makes a connection with his son. Swearengen, who has entrusted E.B. to spy on the new telegraph operator, stokes rumors of an annexation of the camp and amends his agreement with Miss Isgringhausen. Cy aims to unburden a troubled man of his bloodstained money. Alma and Martha come to an agreement, and a tragic accident befalls the camp.",tt0348914
Deadwood,2,10,"Advances, None Miraculous","May 8, 2005",8.4,1292,"When Doc delivers a dire prognosis, one family suffers and the entire camp stands vigil. Merrick avails some private information to Swearengen, who enlists Star and Adams to help con the newly returned Commissioner Jarry. Andy, a former Deadwood pariah, offers himself as the camp's new minister. Trixie pressures a distraught Alma to accept a beneficial proposal.",tt0348914
Deadwood,2,11,The Whores Can Come,"May 15, 2005",8.5,1300,"Death in the camp spooks the superstitious, and the impending funeral causes much sorrow. Cy is convinced that Andy - who will officiate at the service - is back in town to run a game. Wu asks Swearengen to back him against the ""San Francisco cocksucker"". Bullock encourages his wife to stay in Deadwood.",tt0348914
Deadwood,2,12,Boy-the-Earth-Talks-To,"May 22, 2005",9.0,1470,A marriage occurs against a backdrop of murder and negotiations for elections and the camp.,tt0348914
Deadwood,3,1,Tell Your God to Ready for Blood,"Jun 11, 2006",8.4,1306,"Elections are just days away, and Bullock lets his temper get away from him. Alma's pregnancy is not progressing as expected, and Swearengen baits Hearst.",tt0348914
Deadwood,3,2,I Am Not the Fine Man You Take Me For,"Jun 18, 2006",8.5,1263,"Campaign speeches are rescheduled, Sol makes an investment, Alma's condition worsens, and Hearst starts a deadly game with Swearengen.",tt0348914
Deadwood,3,3,True Colors,"Jun 25, 2006",8.3,1204,"A dandy arrives by stage coach and immediately begins exploring how to bring culture to the camp, Alma and Hearst negotiate business, and Hearst's Aunt Lou comes to camp.",tt0348914
Deadwood,3,4,Full Faith and Credit,"Jul 2, 2006",8.3,1204,"Alma opens the doors to the new Bank of Deadwood and business is brisk. Hostetler return to Deadwood with the horse that killed Bullock's son. The Sheriff accepts that his son's death was due to an accident and blames no one. He finds himself acting as a go-between Hostetler and Steve, who has been taking care of the livery in Hostetler's absence and now feels he's being pushed out. Langrische makes an offer to buy Joanie's house with a view to opening a theater but Joanie imposes certain conditions before she sells. Hearst asks Cy Tolliver and Al Swearengen to a ...",tt0348914
Deadwood,3,5,A Two-Headed Beast,"Jul 9, 2006",9.1,1403,"Tolliver looks for a representative, the Captain calls Dan out, Swearengen continues to be perplexed by Hearst's moves, and Alma and Ellsworth's relationship takes a turn.",tt0348914
Deadwood,3,6,A Rich Find,"Jul 16, 2006",8.3,1175,"Hearst's feathers are ruffled, Aunt Lou's son comes to town, and Bullock and Swearengen make a decision.",tt0348914
Deadwood,3,7,Unauthorized Cinnamon,"Jul 23, 2006",8.2,1180,"A meeting of the elders occurs with surprising results, Doc's absence is noted by Swearengen, Alma battles her addiction, and Sol offers Trixie something she never expected.",tt0348914
Deadwood,3,8,Leviathan Smiles,"Jul 30, 2006",8.1,1189,"The letter is published, Wyatt Earp hits town, delays continue with the theater, and Hearst makes a move.",tt0348914
Deadwood,3,9,Amateur Night,"Aug 6, 2006",8.4,1196,"An Amateur Night is organized by the new theater troupe, Pinkertons hit town, the students move to their new school, and Hearst makes another move regarding the elections.",tt0348914
Deadwood,3,10,A Constant Throb,"Aug 13, 2006",8.7,1213,"Swearengen is spurred to action when a prominent camp member is attacked, Langrishe makes arrangements for his theater, and Jane has an epiphany.",tt0348914
Deadwood,3,11,The Catbird Seat,"Aug 20, 2006",8.9,1263,"Another attack is made at Hearst's behest, Harry and Bullock travel to Sturgis for campaigning, and there's unrest in Langrishe's troupe.",tt0348914
Deadwood,3,12,Tell Him Something Pretty,"Aug 27, 2006",8.5,1369,"Election day arrives, Hearst has his revenge, Sol and Trixie have it out, and Tolliver releases rage at his impotence.",tt0348914
