tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Nathan for You,2,6,Dating Service; Party Planner,"Aug 5, 2014",8.6,506,Nathan helps a dating website attract female users; a party planner is given a new way to send out invites; Nathan also shares his strategy for self-motivation.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,2,7,Taxi Service; Hot Dog Stand,"Aug 12, 2014",8.1,463,Nathan tries to get press for a taxi company; a hot dog stand implements Nathan's new customer service initiative.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,2,8,Toy Company; Movie Theatre,"Aug 19, 2014",8.3,460,Nathan shows a toy company how to market to children; a movie theater instates a no-sharing policy at the concession stand; Nathan reconnects with an old friend.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,3,1,Electronics Store,"Oct 15, 2015",9.4,744,Nathan faces off against a big corporation in an attempt to help a struggling electronics store.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,3,2,Horseback Riding/Man Zone,"Oct 22, 2015",8.4,490,Nathan helps overweight people to be able to take horse riding lessons and also helps a Boutique business to increment their number of customers.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,3,3,The Movement,"Oct 29, 2015",9.1,599,Nathan tries to get laborers to work for free at a moving company.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,3,4,Sporting Goods Store/Antique Store,"Nov 5, 2015",8.4,484,"Nathan attempts to secure an endorsement deal for a sporting-goods store, and an antique shop learns how to better utilize their ""You break it, you buy it"" policy.",tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,3,5,Smokers Allowed,"Nov 12, 2015",9.2,618,Nathan helps a dive bar get around anti-smoking laws.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,3,6,Hotel/Travel Agent,"Nov 19, 2015",8.6,465,"A hotel tries to appeal to sexually active parents, a travel agent finds out how profit from her elderly customers, and Nathan shares his solution for never being late.",tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,3,7,Nail Salon/Fun,"Dec 3, 2015",8.5,455,"Nathan helps a nail salon overcome racial stereotypes while providing a service. Meanwhile, Nathan proves to the world, once and for all, that he is fun to hang out with.",tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,3,8,The Hero,"Dec 10, 2015",9.4,763,Nathan tries to prove that there's a hero inside every one of us.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,4,1,Nathan for You: A Celebration,"Sep 21, 2017",8.4,405,"In a special episode hosted by Anthony Napoli, Nathan checks in with former guests of the show, including Brian Wolfe and the Ghost Realtor.",tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,4,2,The Richards Tip,"Sep 28, 2017",8.7,478,Nathan helps a small-town diner with an act of extreme generosity.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,4,3,Chili Shop / Massage Parlor,"Oct 5, 2017",8.0,438,Nathan helps a chili maker sell his chili at a closed event. Nathan promotes a massage parlor in an unusual way.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,4,4,Andy vs. Uber,"Oct 12, 2017",9.1,560,Nathan teams up with a struggling taxi driver to take down Uber.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,4,5,The Anecdote,"Oct 19, 2017",9.2,567,Nathan hones his storytelling skills.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,4,6,Shipping Logistics Company,"Oct 26, 2017",8.4,434,Nathan teaches an international exporter how to ship smoke alarms tax-free.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,4,7,Computer Repair / Psychic,"Nov 2, 2017",7.8,403,"Nathan helps a computer repair shop earn the public's trust, and a psychic's marketing turns personal.",tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
Nathan for You,4,8,Finding Frances,"Nov 9, 2017",9.6,2401,Nathan attempts to help a Bill Gates impersonator reunite with his long-lost love.,tt2297757,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for."
