tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
"Love, Death & Robots",1,11,Helping Hand,"Mar 15, 2019",7.4,12516,"Stranded in orbit, an astronaut must choose between life and limb before her oxygen runs out.",tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",1,12,Fish Night,"Mar 15, 2019",6.4,12277,"After their car breaks down in the desert, two salesmen take a dreamlike voyage to the dawn of time.",tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",1,13,Lucky 13,"Mar 15, 2019",7.5,12399,"After the drop-ship Lucky 13 lost two crews, no pilot would fly her... but rookies don't get a choice.",tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",1,14,Zima Blue,"Mar 15, 2019",8.4,15483,The renowned artist Zima recounts his mysterious past and rise to fame before unveiling his final work.,tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",1,15,Blind Spot,"Mar 15, 2019",6.4,11071,A gang of cyborg thieves stage a high-speed heist of a heavily armored convoy.,tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",1,16,Ice Age,"Mar 15, 2019",7.0,12973,A young couple moves into an apartment and finds a lost civilization inside their antique freezer.,tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",1,17,Alternate Histories,"Mar 15, 2019",6.4,11905,Want to see Hitler die in a variety of comically fantastic ways? Now you can. Welcome to Multiversity!,tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",1,18,The Secret War,"Mar 15, 2019",8.2,13510,Elite units of the Red Army fight an unholy evil deep in the ancient forests of Siberia.,tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",2,1,Automated Customer Service,"May 14, 2021",6.5,8065,"Some senior citizens are lucky enough to enjoy their golden years in tomorrow's high-tech, assisted living communities. They pursue relaxation, their every need taken care of - until their robotic servants decide to kill them.",tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",2,2,Ice,"May 14, 2021",6.1,7633,"In a future where many humans are enhanced with extraordinary strength and endurance, the ""unmodded"" feel left behind. This class-conflict drives a rift between two brothers that puts their lives at risk during a dangerous race.",tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",2,3,Pop Squad,"May 14, 2021",8.1,8762,"In a future where resources are controlled by the rich, ""unregistered offspring"" are forbidden by the state. A police officer charged with enforcing population control faces a crisis of conscience.",tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",2,4,Snow in the Desert,"May 14, 2021",7.9,7867,"On an arid, scorched planet at the edge of galactic civilization, an ageless albino named ""Snow"" is hunted by an assortment of hired killers. But after a beautiful stranger named Hirald saves his life, she reveals her own plans for him.",tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",2,5,The Tall Grass,"May 14, 2021",7.0,6904,"When a train makes an unscheduled stop in the middle of nowhere, a lone traveler is lured into the surrounding fields by ethereal lights. But his curiosity may prove deadly when he discovers the hellish source of the illumination.",tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",2,6,All Through the House,"May 14, 2021",7.4,7058,"On Christmas Eve, a young girl and her little brother lie awake. When a jingle of bells announces Saint Nick's arrival they sneak downstairs hoping to catch a glimpse of the mythical gift-giver - but find something unexpected.",tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",2,7,Life Hutch,"May 14, 2021",6.6,6466,"When his ship is damaged in battle, a combat pilot crash-lands on a desolate planet. Fortunately there's an automated shelter on the surface he can take refuge in until rescue arrives - if he can survive that long.",tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
"Love, Death & Robots",2,8,The Drowned Giant,"May 14, 2021",7.0,6801,"When a two hundred foot tall naked body washes ashore outside a small fishing village, crowds gather to witness the spectacle. A local scientist documents the leviathan's surrender to nature.",tt9561862,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy."
